step,method,q,seed,ablation,alpha_mean,beta_mean
2965504,TEL-PPO,25.0,42,baseline,12905.5966796875,18741.150390625
2969600,TEL-PPO,25.0,42,baseline,12923.017578125,18696.28515625
2973696,TEL-PPO,25.0,42,baseline,12929.115234375,18680.6953125
2977792,TEL-PPO,25.0,42,baseline,12950.3671875,18639.3515625
2981888,TEL-PPO,25.0,42,baseline,12999.2724609375,18650.58984375
2985984,TEL-PPO,25.0,42,baseline,13001.2060546875,18688.79296875
2990080,TEL-PPO,25.0,42,baseline,13123.5966796875,18764.4296875
2994176,TEL-PPO,25.0,42,baseline,13169.7294921875,18770.869140625
2998272,TEL-PPO,25.0,42,baseline,13183.71875,18806.1953125
3002368,TEL-PPO,25.0,42,baseline,13215.7353515625,18796.291015625
3006464,TEL-PPO,25.0,42,baseline,13260.7548828125,18755.580078125
3010560,TEL-PPO,25.0,42,baseline,13239.857421875,18777.017578125
3014656,TEL-PPO,25.0,42,baseline,13244.3828125,18764.775390625
3018752,TEL-PPO,25.0,42,baseline,13226.517578125,18778.2578125
3022848,TEL-PPO,25.0,42,baseline,13235.1474609375,18761.296875
3026944,TEL-PPO,25.0,42,baseline,13262.7392578125,18732.947265625
3031040,TEL-PPO,25.0,42,baseline,13316.3916015625,18677.09765625
3035136,TEL-PPO,25.0,42,baseline,13358.955078125,18630.541015625
3039232,TEL-PPO,25.0,42,baseline,13333.0390625,18640.41015625
3043328,TEL-PPO,25.0,42,baseline,13316.57421875,18647.466796875
3047424,TEL-PPO,25.0,42,baseline,13328.6884765625,18626.61328125
3051520,TEL-PPO,25.0,42,baseline,13333.2783203125,18616.5625
3055616,TEL-PPO,25.0,42,baseline,13309.36328125,18615.939453125
3059712,TEL-PPO,25.0,42,baseline,13277.2958984375,18634.1640625
3063808,TEL-PPO,25.0,42,baseline,13263.8056640625,18626.1953125
3067904,TEL-PPO,25.0,42,baseline,13281.0791015625,18601.40234375
3072000,TEL-PPO,25.0,42,baseline,13243.9423828125,18512.052734375
3076096,TEL-PPO,25.0,42,baseline,13252.791015625,18454.81640625
3080192,TEL-PPO,25.0,42,baseline,13277.451171875,18447.27734375
3084288,TEL-PPO,25.0,42,baseline,13260.6630859375,18464.689453125
3088384,TEL-PPO,25.0,42,baseline,13254.3134765625,18470.64453125
3092480,TEL-PPO,25.0,42,baseline,13247.93359375,18479.00390625
3096576,TEL-PPO,25.0,42,baseline,13211.3125,18515.544921875
3100672,TEL-PPO,25.0,42,baseline,13184.5693359375,18539.32421875
3104768,TEL-PPO,25.0,42,baseline,13176.0087890625,18562.77734375
3108864,TEL-PPO,25.0,42,baseline,13132.28125,18619.634765625
3112960,TEL-PPO,25.0,42,baseline,13164.255859375,18608.876953125
3117056,TEL-PPO,25.0,42,baseline,13166.455078125,18628.234375
3121152,TEL-PPO,25.0,42,baseline,13188.533203125,18620.26171875
3125248,TEL-PPO,25.0,42,baseline,13181.2509765625,18638.8359375
3129344,TEL-PPO,25.0,42,baseline,13213.1904296875,18634.515625
3133440,TEL-PPO,25.0,42,baseline,13256.0693359375,18591.384765625
3137536,TEL-PPO,25.0,42,baseline,13246.171875,18608.7421875
3141632,TEL-PPO,25.0,42,baseline,13227.48828125,18632.837890625
3145728,TEL-PPO,25.0,42,baseline,13171.3203125,18618.55859375
3149824,TEL-PPO,25.0,42,baseline,13171.919921875,18601.9296875
3153920,TEL-PPO,25.0,42,baseline,13209.720703125,18563.654296875
3158016,TEL-PPO,25.0,42,baseline,13179.7412109375,18607.78515625
3162112,TEL-PPO,25.0,42,baseline,13162.4013671875,18631.955078125
3166208,TEL-PPO,25.0,42,baseline,13147.5537109375,18657.41015625
3170304,TEL-PPO,25.0,42,baseline,13172.8984375,18636.44140625
3174400,TEL-PPO,25.0,42,baseline,13192.9658203125,18635.12890625
3178496,TEL-PPO,25.0,42,baseline,13225.1611328125,18612.958984375
3182592,TEL-PPO,25.0,42,baseline,13261.333984375,18558.6796875
3186688,TEL-PPO,25.0,42,baseline,13228.28125,18560.712890625
3190784,TEL-PPO,25.0,42,baseline,13301.49609375,18643.541015625
3194880,TEL-PPO,25.0,42,baseline,13347.9267578125,18616.5625
3198976,TEL-PPO,25.0,42,baseline,13383.89453125,18600.70703125
3203072,TEL-PPO,25.0,42,baseline,13420.283203125,18573.625
3207168,TEL-PPO,25.0,42,baseline,13450.5654296875,18574.23046875
3211264,TEL-PPO,25.0,42,baseline,13460.576171875,18540.533203125
3215360,TEL-PPO,25.0,42,baseline,13442.3173828125,18544.078125
3219456,TEL-PPO,25.0,42,baseline,13454.9296875,18519.08984375
3223552,TEL-PPO,25.0,42,baseline,13440.1748046875,18530.671875
3227648,TEL-PPO,25.0,42,baseline,13453.4619140625,18508.94140625
3231744,TEL-PPO,25.0,42,baseline,13435.9580078125,18518.904296875
3235840,TEL-PPO,25.0,42,baseline,13413.814453125,18513.642578125
3239936,TEL-PPO,25.0,42,baseline,13429.623046875,18490.041015625
3244032,TEL-PPO,25.0,42,baseline,13472.0966796875,18434.19140625
3248128,TEL-PPO,25.0,42,baseline,13505.6298828125,18404.66015625
3252224,TEL-PPO,25.0,42,baseline,13481.791015625,18416.869140625
3256320,TEL-PPO,25.0,42,baseline,13510.9111328125,18379.74609375
3260416,TEL-PPO,25.0,42,baseline,13512.267578125,18351.0078125
3264512,TEL-PPO,25.0,42,baseline,13506.1962890625,18307.517578125
3268608,TEL-PPO,25.0,42,baseline,13441.8896484375,18264.658203125
3272704,TEL-PPO,25.0,42,baseline,13389.6904296875,18182.26171875
3276800,TEL-PPO,25.0,42,baseline,13376.3876953125,18124.71875
3280896,TEL-PPO,25.0,42,baseline,13375.05078125,18105.43359375
3284992,TEL-PPO,25.0,42,baseline,13411.9619140625,18093.29296875
3289088,TEL-PPO,25.0,42,baseline,13441.0888671875,18082.869140625
3293184,TEL-PPO,25.0,42,baseline,13474.28125,18058.55078125
3297280,TEL-PPO,25.0,42,baseline,13468.4638671875,18041.712890625
3301376,TEL-PPO,25.0,42,baseline,13453.03125,18007.94140625
3305472,TEL-PPO,25.0,42,baseline,13409.0927734375,18000.921875
3309568,TEL-PPO,25.0,42,baseline,13431.125,17978.650390625
3313664,TEL-PPO,25.0,42,baseline,13481.248046875,17951.779296875
3317760,TEL-PPO,25.0,42,baseline,13517.732421875,17925.916015625
3321856,TEL-PPO,25.0,42,baseline,13555.5107421875,17905.73828125
3325952,TEL-PPO,25.0,42,baseline,13545.9501953125,17909.904296875
3330048,TEL-PPO,25.0,42,baseline,13573.873046875,17906.51171875
3334144,TEL-PPO,25.0,42,baseline,13544.791015625,17912.453125
3338240,TEL-PPO,25.0,42,baseline,13524.8212890625,17909.7265625
3342336,TEL-PPO,25.0,42,baseline,13541.419921875,17879.384765625
3346432,TEL-PPO,25.0,42,baseline,13570.115234375,17851.12109375
3350528,TEL-PPO,25.0,42,baseline,13624.3193359375,17795.033203125
3354624,TEL-PPO,25.0,42,baseline,13665.6044921875,17746.142578125
3358720,TEL-PPO,25.0,42,baseline,13697.3837890625,17707.798828125
3362816,TEL-PPO,25.0,42,baseline,13723.8486328125,17666.201171875
3366912,TEL-PPO,25.0,42,baseline,13735.634765625,17644.0390625
3371008,TEL-PPO,25.0,42,baseline,13711.5673828125,17645.5625
3375104,TEL-PPO,25.0,42,baseline,13669.7890625,17605.3203125
3379200,TEL-PPO,25.0,42,baseline,13630.3525390625,17641.94140625
3383296,TEL-PPO,25.0,42,baseline,13600.9111328125,17666.341796875
3387392,TEL-PPO,25.0,42,baseline,13601.6591796875,17657.052734375
3391488,TEL-PPO,25.0,42,baseline,13600.1630859375,17650.14453125
3395584,TEL-PPO,25.0,42,baseline,13591.7001953125,17637.3828125
3399680,TEL-PPO,25.0,42,baseline,13605.826171875,17602.51953125
3403776,TEL-PPO,25.0,42,baseline,13659.056640625,17547.224609375
3407872,TEL-PPO,25.0,42,baseline,13686.5380859375,17520.3046875
3411968,TEL-PPO,25.0,42,baseline,13669.6669921875,17544.458984375
3416064,TEL-PPO,25.0,42,baseline,13652.642578125,17572.90234375
3420160,TEL-PPO,25.0,42,baseline,13612.0908203125,17609.203125
3424256,TEL-PPO,25.0,42,baseline,13607.197265625,17600.1953125
3428352,TEL-PPO,25.0,42,baseline,13576.2890625,17632.5390625
3432448,TEL-PPO,25.0,42,baseline,13583.0546875,17624.017578125
3436544,TEL-PPO,25.0,42,baseline,13558.9140625,17642.38671875
3440640,TEL-PPO,25.0,42,baseline,13577.5068359375,17627.33203125
3444736,TEL-PPO,25.0,42,baseline,13548.291015625,17664.78125
3448832,TEL-PPO,25.0,42,baseline,13538.4970703125,17685.236328125
3452928,TEL-PPO,25.0,42,baseline,13578.4140625,17755.484375
3457024,TEL-PPO,25.0,42,baseline,13573.0927734375,17818.181640625
3461120,TEL-PPO,25.0,42,baseline,13525.15234375,17879.5390625
3465216,TEL-PPO,25.0,42,baseline,13581.583984375,17917.552734375
3469312,TEL-PPO,25.0,42,baseline,13570.3798828125,17966.404296875
3473408,TEL-PPO,25.0,42,baseline,13570.517578125,18015.328125
3477504,TEL-PPO,25.0,42,baseline,13542.849609375,18078.5234375
3481600,TEL-PPO,25.0,42,baseline,13520.6875,18130.162109375
3485696,TEL-PPO,25.0,42,baseline,13530.8828125,18211.052734375
3489792,TEL-PPO,25.0,42,baseline,13528.123046875,18269.744140625
3493888,TEL-PPO,25.0,42,baseline,13513.2412109375,18324.140625
3497984,TEL-PPO,25.0,42,baseline,13541.517578125,18367.572265625
3502080,TEL-PPO,25.0,42,baseline,13615.5673828125,18383.013671875
3506176,TEL-PPO,25.0,42,baseline,13649.1845703125,18388.5
3510272,TEL-PPO,25.0,42,baseline,13647.48828125,18419.94921875
3514368,TEL-PPO,25.0,42,baseline,13674.1865234375,18417.84765625
3518464,TEL-PPO,25.0,42,baseline,13666.6025390625,18442.716796875
3522560,TEL-PPO,25.0,42,baseline,13647.3876953125,18518.587890625
3526656,TEL-PPO,25.0,42,baseline,13627.162109375,18562.5390625
3530752,TEL-PPO,25.0,42,baseline,13693.1181640625,18555.40234375
3534848,TEL-PPO,25.0,42,baseline,13727.2197265625,18543.4765625
3538944,TEL-PPO,25.0,42,baseline,13714.2353515625,18600.91015625
3543040,TEL-PPO,25.0,42,baseline,13663.8134765625,18664.27734375
3547136,TEL-PPO,25.0,42,baseline,13692.45703125,18731.595703125
3551232,TEL-PPO,25.0,42,baseline,13662.4912109375,18793.6015625
3555328,TEL-PPO,25.0,42,baseline,13629.2841796875,18830.75390625
3559424,TEL-PPO,25.0,42,baseline,13643.5185546875,18865.89453125
3563520,TEL-PPO,25.0,42,baseline,13657.6845703125,18866.505859375
3567616,TEL-PPO,25.0,42,baseline,13638.404296875,18895.220703125
3571712,TEL-PPO,25.0,42,baseline,13614.78515625,18932.189453125
3575808,TEL-PPO,25.0,42,baseline,13659.9287109375,18966.513671875
3579904,TEL-PPO,25.0,42,baseline,13688.5107421875,18997.396484375
3584000,TEL-PPO,25.0,42,baseline,13724.712890625,19042.59765625
3588096,TEL-PPO,25.0,42,baseline,13752.8994140625,19046.705078125
3592192,TEL-PPO,25.0,42,baseline,13763.7060546875,19046.966796875
3596288,TEL-PPO,25.0,42,baseline,13678.6650390625,18941.6875
3600384,TEL-PPO,25.0,42,baseline,13617.302734375,18966.90625
3604480,TEL-PPO,25.0,42,baseline,13584.916015625,18997.560546875
3608576,TEL-PPO,25.0,42,baseline,13564.634765625,19018.6484375
3612672,TEL-PPO,25.0,42,baseline,13596.6240234375,19047.94140625
3616768,TEL-PPO,25.0,42,baseline,13658.3046875,19086.783203125
3620864,TEL-PPO,25.0,42,baseline,13689.125,19090.16015625
3624960,TEL-PPO,25.0,42,baseline,13722.111328125,19166.6015625
3629056,TEL-PPO,25.0,42,baseline,13763.029296875,19173.685546875
3633152,TEL-PPO,25.0,42,baseline,13778.4794921875,19230.130859375
3637248,TEL-PPO,25.0,42,baseline,13755.62109375,19277.71484375
3641344,TEL-PPO,25.0,42,baseline,13701.666015625,19333.3984375
3645440,TEL-PPO,25.0,42,baseline,13695.439453125,19339.904296875
3649536,TEL-PPO,25.0,42,baseline,13672.0087890625,19368.25
3653632,TEL-PPO,25.0,42,baseline,13679.4853515625,19385.361328125
3657728,TEL-PPO,25.0,42,baseline,13706.857421875,19376.822265625
3661824,TEL-PPO,25.0,42,baseline,13753.3134765625,19335.265625
3665920,TEL-PPO,25.0,42,baseline,13757.7763671875,19361.16796875
3670016,TEL-PPO,25.0,42,baseline,13746.462890625,19391.498046875
3674112,TEL-PPO,25.0,42,baseline,13753.29296875,19415.08203125
3678208,TEL-PPO,25.0,42,baseline,13759.82421875,19430.943359375
3682304,TEL-PPO,25.0,42,baseline,13783.2001953125,19424.654296875
3686400,TEL-PPO,25.0,42,baseline,13766.646484375,19439.306640625
3690496,TEL-PPO,25.0,42,baseline,13854.9873046875,19513.49609375
3694592,TEL-PPO,25.0,42,baseline,13856.4326171875,19591.154296875
3698688,TEL-PPO,25.0,42,baseline,13895.125,19580.7421875
3702784,TEL-PPO,25.0,42,baseline,13893.390625,19601.75
3706880,TEL-PPO,25.0,42,baseline,13932.224609375,19588.91796875
3710976,TEL-PPO,25.0,42,baseline,13884.171875,19544.5703125
3715072,TEL-PPO,25.0,42,baseline,13859.25,19524.79296875
3719168,TEL-PPO,25.0,42,baseline,13826.16015625,19539.326171875
3723264,TEL-PPO,25.0,42,baseline,13830.0986328125,19570.220703125
3727360,TEL-PPO,25.0,42,baseline,13870.7705078125,19578.228515625
3731456,TEL-PPO,25.0,42,baseline,13868.8193359375,19607.203125
3735552,TEL-PPO,25.0,42,baseline,13849.0869140625,19649.333984375
3739648,TEL-PPO,25.0,42,baseline,13800.0458984375,19715.42578125
3743744,TEL-PPO,25.0,42,baseline,13813.7060546875,19743.857421875
3747840,TEL-PPO,25.0,42,baseline,13823.3369140625,19720.6796875
3751936,TEL-PPO,25.0,42,baseline,13844.103515625,19678.015625
3756032,TEL-PPO,25.0,42,baseline,13812.3486328125,19699.744140625
3760128,TEL-PPO,25.0,42,baseline,13834.1474609375,19675.302734375
3764224,TEL-PPO,25.0,42,baseline,13872.716796875,19649.72265625
3768320,TEL-PPO,25.0,42,baseline,13892.099609375,19634.7421875
3772416,TEL-PPO,25.0,42,baseline,13937.1728515625,19650.826171875
3776512,TEL-PPO,25.0,42,baseline,13973.2626953125,19630.470703125
3780608,TEL-PPO,25.0,42,baseline,13969.0,19658.984375
3784704,TEL-PPO,25.0,42,baseline,13926.513671875,19706.009765625
3788800,TEL-PPO,25.0,42,baseline,13895.0654296875,19743.609375
3792896,TEL-PPO,25.0,42,baseline,13836.173828125,19698.029296875
3796992,TEL-PPO,25.0,42,baseline,13838.8671875,19633.515625
3801088,TEL-PPO,25.0,42,baseline,13795.5537109375,19640.064453125
3805184,TEL-PPO,25.0,42,baseline,13816.31640625,19613.67578125
3809280,TEL-PPO,25.0,42,baseline,13864.5712890625,19630.876953125
3813376,TEL-PPO,25.0,42,baseline,13883.2158203125,19693.642578125
3817472,TEL-PPO,25.0,42,baseline,13922.775390625,19701.779296875
3821568,TEL-PPO,25.0,42,baseline,13923.6240234375,19734.8515625
3825664,TEL-PPO,25.0,42,baseline,13908.8291015625,19739.0390625
3829760,TEL-PPO,25.0,42,baseline,13845.7216796875,19604.859375
3833856,TEL-PPO,25.0,42,baseline,13792.77734375,19609.111328125
3837952,TEL-PPO,25.0,42,baseline,13823.6025390625,19535.1328125
3842048,TEL-PPO,25.0,42,baseline,13813.3115234375,19503.509765625
3846144,TEL-PPO,25.0,42,baseline,13818.5703125,19504.046875
3850240,TEL-PPO,25.0,42,baseline,13824.92578125,19499.697265625
3854336,TEL-PPO,25.0,42,baseline,13794.5771484375,19534.1328125
3858432,TEL-PPO,25.0,42,baseline,13795.96875,19529.78125
3862528,TEL-PPO,25.0,42,baseline,13822.123046875,19508.501953125
3866624,TEL-PPO,25.0,42,baseline,13796.373046875,19538.1796875
3870720,TEL-PPO,25.0,42,baseline,13787.572265625,19557.052734375
3874816,TEL-PPO,25.0,42,baseline,13809.4248046875,19539.32421875
3878912,TEL-PPO,25.0,42,baseline,13793.205078125,19575.810546875
3883008,TEL-PPO,25.0,42,baseline,13857.1376953125,19626.77734375
3887104,TEL-PPO,25.0,42,baseline,13907.697265625,19650.87890625
3891200,TEL-PPO,25.0,42,baseline,13957.4306640625,19688.419921875
3895296,TEL-PPO,25.0,42,baseline,13946.5478515625,19723.47265625
3899392,TEL-PPO,25.0,42,baseline,13960.232421875,19756.95703125
3903488,TEL-PPO,25.0,42,baseline,13962.857421875,19718.595703125
3907584,TEL-PPO,25.0,42,baseline,13937.162109375,19710.236328125
3911680,TEL-PPO,25.0,42,baseline,13950.76171875,19688.47265625
3915776,TEL-PPO,25.0,42,baseline,13961.8349609375,19686.333984375
3919872,TEL-PPO,25.0,42,baseline,13943.740234375,19709.626953125
3923968,TEL-PPO,25.0,42,baseline,13918.390625,19742.703125
3928064,TEL-PPO,25.0,42,baseline,13940.8779296875,19726.966796875
3932160,TEL-PPO,25.0,42,baseline,13951.3935546875,19729.185546875
3936256,TEL-PPO,25.0,42,baseline,13967.4189453125,19711.783203125
3940352,TEL-PPO,25.0,42,baseline,13938.1220703125,19740.91796875
3944448,TEL-PPO,25.0,42,baseline,13926.623046875,19750.1640625
3948544,TEL-PPO,25.0,42,baseline,13945.82421875,19765.77734375
3952640,TEL-PPO,25.0,42,baseline,13965.6171875,19755.7265625
3956736,TEL-PPO,25.0,42,baseline,13949.1953125,19770.4453125
3960832,TEL-PPO,25.0,42,baseline,13930.001953125,19779.66015625
3964928,TEL-PPO,25.0,42,baseline,13946.0419921875,19754.03515625
3969024,TEL-PPO,25.0,42,baseline,13971.7958984375,19724.40625
3973120,TEL-PPO,25.0,42,baseline,14025.369140625,19691.310546875
3977216,TEL-PPO,25.0,42,baseline,14041.0205078125,19705.119140625
3981312,TEL-PPO,25.0,42,baseline,14005.091796875,19743.953125
3985408,TEL-PPO,25.0,42,baseline,13979.7392578125,19769.748046875
3989504,TEL-PPO,25.0,42,baseline,13968.76171875,19787.923828125
3993600,TEL-PPO,25.0,42,baseline,13968.3046875,19800.0390625
3997696,TEL-PPO,25.0,42,baseline,13937.48828125,19878.921875
4001792,TEL-PPO,25.0,42,baseline,13948.267578125,19921.861328125
4005888,TEL-PPO,25.0,42,baseline,13925.345703125,19976.125
4009984,TEL-PPO,25.0,42,baseline,13904.3134765625,20010.6171875
4014080,TEL-PPO,25.0,42,baseline,13967.5615234375,19982.236328125
4018176,TEL-PPO,25.0,42,baseline,13954.74609375,20037.025390625
4022272,TEL-PPO,25.0,42,baseline,13954.2607421875,20081.890625
4026368,TEL-PPO,25.0,42,baseline,14005.0458984375,20037.81640625
4030464,TEL-PPO,25.0,42,baseline,14017.484375,20033.109375
4034560,TEL-PPO,25.0,42,baseline,13999.3974609375,20092.3515625
4038656,TEL-PPO,25.0,42,baseline,13977.5947265625,20125.595703125
4042752,TEL-PPO,25.0,42,baseline,13997.298828125,20145.39453125
4046848,TEL-PPO,25.0,42,baseline,14014.2412109375,20160.80078125
4050944,TEL-PPO,25.0,42,baseline,14046.796875,20235.51953125
4055040,TEL-PPO,25.0,42,baseline,14088.046875,20347.8828125
4059136,TEL-PPO,25.0,42,baseline,14097.115234375,20432.111328125
4063232,TEL-PPO,25.0,42,baseline,14044.1162109375,20428.1484375
4067328,TEL-PPO,25.0,42,baseline,14004.0908203125,20413.798828125
4071424,TEL-PPO,25.0,42,baseline,13974.5888671875,20425.689453125
4075520,TEL-PPO,25.0,42,baseline,13986.5869140625,20402.55859375
4079616,TEL-PPO,25.0,42,baseline,14029.0791015625,20355.48828125
4083712,TEL-PPO,25.0,42,baseline,14062.0205078125,20325.7265625
4087808,TEL-PPO,25.0,42,baseline,14103.2451171875,20324.5703125
4091904,TEL-PPO,25.0,42,baseline,14098.6572265625,20354.490234375
4096000,TEL-PPO,25.0,42,baseline,14149.947265625,20409.6796875
4100096,TEL-PPO,25.0,42,baseline,14163.294921875,20477.970703125
4104192,TEL-PPO,25.0,42,baseline,14138.4169921875,20511.8046875
4108288,TEL-PPO,25.0,42,baseline,14132.6611328125,20524.361328125
4112384,TEL-PPO,25.0,42,baseline,14151.9951171875,20536.009765625
4116480,TEL-PPO,25.0,42,baseline,14177.6806640625,20508.0625
4120576,TEL-PPO,25.0,42,baseline,14225.8310546875,20535.111328125
4124672,TEL-PPO,25.0,42,baseline,14232.6650390625,20610.283203125
4128768,TEL-PPO,25.0,42,baseline,14249.490234375,20632.123046875
4132864,TEL-PPO,25.0,42,baseline,14213.814453125,20649.318359375
4136960,TEL-PPO,25.0,42,baseline,14190.6748046875,20607.501953125
4141056,TEL-PPO,25.0,42,baseline,14199.2138671875,20656.830078125
4145152,TEL-PPO,25.0,42,baseline,14210.82421875,20689.541015625
4149248,TEL-PPO,25.0,42,baseline,14223.119140625,20745.087890625
4153344,TEL-PPO,25.0,42,baseline,14236.1298828125,20781.357421875
4157440,TEL-PPO,25.0,42,baseline,14216.41015625,20763.787109375
4161536,TEL-PPO,25.0,42,baseline,14179.3408203125,20779.982421875
4165632,TEL-PPO,25.0,42,baseline,14186.9091796875,20796.75
4169728,TEL-PPO,25.0,42,baseline,14217.2841796875,20832.77734375
4173824,TEL-PPO,25.0,42,baseline,14230.5205078125,20848.23046875
4177920,TEL-PPO,25.0,42,baseline,14234.2919921875,20852.60546875
4182016,TEL-PPO,25.0,42,baseline,14210.1865234375,20886.23046875
4186112,TEL-PPO,25.0,42,baseline,14196.248046875,20906.884765625
4190208,TEL-PPO,25.0,42,baseline,14157.203125,20958.40625
4194304,TEL-PPO,25.0,42,baseline,14127.703125,20992.6171875
4198400,TEL-PPO,25.0,42,baseline,14130.4775390625,20995.533203125
4202496,TEL-PPO,25.0,42,baseline,14111.3642578125,21021.185546875
4206592,TEL-PPO,25.0,42,baseline,14067.2451171875,21071.158203125
4210688,TEL-PPO,25.0,42,baseline,14098.8310546875,21066.763671875
4214784,TEL-PPO,25.0,42,baseline,14125.810546875,21073.244140625
4218880,TEL-PPO,25.0,42,baseline,14118.984375,21094.544921875
4222976,TEL-PPO,25.0,42,baseline,14162.751953125,21098.951171875
4227072,TEL-PPO,25.0,42,baseline,14163.34375,21130.4140625
4231168,TEL-PPO,25.0,42,baseline,14170.0576171875,21154.1640625
4235264,TEL-PPO,25.0,42,baseline,14202.873046875,21149.083984375
4239360,TEL-PPO,25.0,42,baseline,14251.7451171875,21105.33203125
4243456,TEL-PPO,25.0,42,baseline,14248.58984375,21128.25
4247552,TEL-PPO,25.0,42,baseline,14229.8740234375,21154.205078125
4251648,TEL-PPO,25.0,42,baseline,14186.095703125,21219.71875
4255744,TEL-PPO,25.0,42,baseline,14235.037109375,21206.806640625
4259840,TEL-PPO,25.0,42,baseline,14198.330078125,21261.609375
4263936,TEL-PPO,25.0,42,baseline,14166.083984375,21299.849609375
4268032,TEL-PPO,25.0,42,baseline,14201.30859375,21295.77734375
4272128,TEL-PPO,25.0,42,baseline,14224.8115234375,21286.08203125
4276224,TEL-PPO,25.0,42,baseline,14238.06640625,21342.890625
4280320,TEL-PPO,25.0,42,baseline,14253.556640625,21382.15234375
4284416,TEL-PPO,25.0,42,baseline,14302.0244140625,21336.17578125
4288512,TEL-PPO,25.0,42,baseline,14336.0283203125,21300.841796875
4292608,TEL-PPO,25.0,42,baseline,14352.880859375,21246.541015625
4296704,TEL-PPO,25.0,42,baseline,14369.533203125,21206.845703125
4300800,TEL-PPO,25.0,42,baseline,14366.3154296875,21195.85546875
4304896,TEL-PPO,25.0,42,baseline,14396.845703125,21180.736328125
4308992,TEL-PPO,25.0,42,baseline,14398.2607421875,21212.1640625
4313088,TEL-PPO,25.0,42,baseline,14394.7275390625,21218.76953125
4317184,TEL-PPO,25.0,42,baseline,14347.505859375,21252.73046875
4321280,TEL-PPO,25.0,42,baseline,14308.11328125,21181.978515625
4325376,TEL-PPO,25.0,42,baseline,14266.09765625,21166.6796875
4329472,TEL-PPO,25.0,42,baseline,14229.158203125,21190.55078125
4333568,TEL-PPO,25.0,42,baseline,14228.796875,21158.943359375
4337664,TEL-PPO,25.0,42,baseline,14209.685546875,21163.341796875
4341760,TEL-PPO,25.0,42,baseline,14222.37109375,21138.61328125
4345856,TEL-PPO,25.0,42,baseline,14206.8203125,21160.740234375
4349952,TEL-PPO,25.0,42,baseline,14239.21875,21146.73046875
4354048,TEL-PPO,25.0,42,baseline,14242.455078125,21132.98046875
4358144,TEL-PPO,25.0,42,baseline,14227.720703125,21153.962890625
4362240,TEL-PPO,25.0,42,baseline,14235.8046875,21141.33203125
4366336,TEL-PPO,25.0,42,baseline,14213.5322265625,21157.43359375
4370432,TEL-PPO,25.0,42,baseline,14226.2666015625,21142.220703125
4374528,TEL-PPO,25.0,42,baseline,14207.189453125,21165.302734375
4378624,TEL-PPO,25.0,42,baseline,14256.5947265625,21115.625
4382720,TEL-PPO,25.0,42,baseline,14291.20703125,21080.046875
4386816,TEL-PPO,25.0,42,baseline,14344.22265625,21099.568359375
4390912,TEL-PPO,25.0,42,baseline,14381.353515625,21119.068359375
4395008,TEL-PPO,25.0,42,baseline,14372.755859375,21147.548828125
4399104,TEL-PPO,25.0,42,baseline,14341.552734375,21178.412109375
4403200,TEL-PPO,25.0,42,baseline,14280.8671875,21233.3671875
4407296,TEL-PPO,25.0,42,baseline,14262.63671875,21227.71875
4411392,TEL-PPO,25.0,42,baseline,14174.81640625,21222.08203125
4415488,TEL-PPO,25.0,42,baseline,14131.40625,21247.025390625
4419584,TEL-PPO,25.0,42,baseline,14114.876953125,21229.224609375
4423680,TEL-PPO,25.0,42,baseline,14101.9189453125,21255.994140625
4427776,TEL-PPO,25.0,42,baseline,14117.6123046875,21254.173828125
4431872,TEL-PPO,25.0,42,baseline,14126.310546875,21256.87109375
4435968,TEL-PPO,25.0,42,baseline,14118.369140625,21291.474609375
4440064,TEL-PPO,25.0,42,baseline,14139.689453125,21293.859375
4444160,TEL-PPO,25.0,42,baseline,14170.203125,21266.71875
4448256,TEL-PPO,25.0,42,baseline,14171.6357421875,21259.03125
4452352,TEL-PPO,25.0,42,baseline,14209.1962890625,21224.203125
4456448,TEL-PPO,25.0,42,baseline,14240.9921875,21192.45703125
4460544,TEL-PPO,25.0,42,baseline,14188.4365234375,21245.376953125
4464640,TEL-PPO,25.0,42,baseline,14179.5703125,21275.7421875
4468736,TEL-PPO,25.0,42,baseline,14210.9287109375,21268.525390625
4472832,TEL-PPO,25.0,42,baseline,14244.421875,21239.1953125
4476928,TEL-PPO,25.0,42,baseline,14242.078125,21266.26171875
4481024,TEL-PPO,25.0,42,baseline,14222.646484375,21307.283203125
4485120,TEL-PPO,25.0,42,baseline,14222.8154296875,21379.658203125
4489216,TEL-PPO,25.0,42,baseline,14268.169921875,21373.978515625
4493312,TEL-PPO,25.0,42,baseline,14299.353515625,21372.955078125
4497408,TEL-PPO,25.0,42,baseline,14347.9921875,21328.64453125
4501504,TEL-PPO,25.0,42,baseline,14387.7421875,21293.173828125
4505600,TEL-PPO,25.0,42,baseline,14414.564453125,21268.51171875
4509696,TEL-PPO,25.0,42,baseline,14439.5107421875,21225.693359375
4513792,TEL-PPO,25.0,42,baseline,14458.9345703125,21166.2109375
4517888,TEL-PPO,25.0,42,baseline,14446.6796875,21154.083984375
4521984,TEL-PPO,25.0,42,baseline,14405.7421875,21193.513671875
4526080,TEL-PPO,25.0,42,baseline,14435.177734375,21138.423828125
4530176,TEL-PPO,25.0,42,baseline,14457.908203125,21102.712890625
4534272,TEL-PPO,25.0,42,baseline,14443.0546875,21092.314453125
4538368,TEL-PPO,25.0,42,baseline,14414.419921875,21094.189453125
