step,method,q,seed,ablation,effort_mean,agent1_effort,agent2_effort,theoretical_effort
1302,Gradient,55.0,42,baseline,30.308127346779667,30.308127346779667,30.308127346779667,30.303030303030308
1303,Gradient,55.0,42,baseline,30.3080885000545,30.3080885000545,30.3080885000545,30.303030303030308
1304,Gradient,55.0,42,baseline,30.308049886409552,30.308049886409552,30.308049886409552,30.303030303030308
1305,Gradient,55.0,42,baseline,30.30801150444661,30.30801150444661,30.30801150444661,30.303030303030308
1306,Gradient,55.0,42,baseline,30.307973352775456,30.307973352775456,30.307973352775456,30.303030303030308
1307,Gradient,55.0,42,baseline,30.30793543001408,30.30793543001408,30.30793543001408,30.303030303030308
1308,Gradient,55.0,42,baseline,30.30789773478936,30.30789773478936,30.30789773478936,30.303030303030308
1309,Gradient,55.0,42,baseline,30.307860265735947,30.307860265735947,30.307860265735947,30.303030303030308
1310,Gradient,55.0,42,baseline,30.307823021496922,30.307823021496922,30.307823021496922,30.303030303030308
1311,Gradient,55.0,42,baseline,30.307786000723365,30.307786000723365,30.307786000723365,30.303030303030308
1312,Gradient,55.0,42,baseline,30.30774920207457,30.30774920207457,30.30774920207457,30.303030303030308
1313,Gradient,55.0,42,baseline,30.307712624217608,30.307712624217608,30.307712624217608,30.303030303030308
1314,Gradient,55.0,42,baseline,30.307676265827755,30.307676265827755,30.307676265827755,30.303030303030308
1315,Gradient,55.0,42,baseline,30.307640125588065,30.307640125588065,30.307640125588065,30.303030303030308
1316,Gradient,55.0,42,baseline,30.30760420218981,30.30760420218981,30.30760420218981,30.303030303030308
1317,Gradient,55.0,42,baseline,30.30756849433203,30.30756849433203,30.30756849433203,30.303030303030308
1318,Gradient,55.0,42,baseline,30.307533000721538,30.307533000721538,30.307533000721538,30.303030303030308
1319,Gradient,55.0,42,baseline,30.307497720072693,30.307497720072693,30.307497720072693,30.303030303030308
1320,Gradient,55.0,42,baseline,30.307462651107627,30.307462651107627,30.307462651107627,30.303030303030308
1321,Gradient,55.0,42,baseline,30.30742779255625,30.30742779255625,30.30742779255625,30.303030303030308
1322,Gradient,55.0,42,baseline,30.307393143156236,30.307393143156236,30.307393143156236,30.303030303030308
1323,Gradient,55.0,42,baseline,30.30735870165281,30.30735870165281,30.30735870165281,30.303030303030308
1324,Gradient,55.0,42,baseline,30.307324466798303,30.307324466798303,30.307324466798303,30.303030303030308
1325,Gradient,55.0,42,baseline,30.30729043735282,30.30729043735282,30.30729043735282,30.303030303030308
1326,Gradient,55.0,42,baseline,30.30725661208401,30.30725661208401,30.30725661208401,30.303030303030308
1327,Gradient,55.0,42,baseline,30.30722298976686,30.30722298976686,30.30722298976686,30.303030303030308
1328,Gradient,55.0,42,baseline,30.30718956918367,30.30718956918367,30.30718956918367,30.303030303030308
1329,Gradient,55.0,42,baseline,30.307156349124078,30.307156349124078,30.307156349124078,30.303030303030308
1330,Gradient,55.0,42,baseline,30.307123328384826,30.307123328384826,30.307123328384826,30.303030303030308
1331,Gradient,55.0,42,baseline,30.307090505769978,30.307090505769978,30.307090505769978,30.303030303030308
1332,Gradient,55.0,42,baseline,30.30705788009071,30.30705788009071,30.30705788009071,30.303030303030308
1333,Gradient,55.0,42,baseline,30.307025450165522,30.307025450165522,30.307025450165522,30.303030303030308
1334,Gradient,55.0,42,baseline,30.306993214819798,30.306993214819798,30.306993214819798,30.303030303030308
1335,Gradient,55.0,42,baseline,30.306961172886247,30.306961172886247,30.306961172886247,30.303030303030308
1336,Gradient,55.0,42,baseline,30.306929323204244,30.306929323204244,30.306929323204244,30.303030303030308
1337,Gradient,55.0,42,baseline,30.30689766462049,30.30689766462049,30.30689766462049,30.303030303030308
1338,Gradient,55.0,42,baseline,30.306866195988125,30.306866195988125,30.306866195988125,30.303030303030308
1339,Gradient,55.0,42,baseline,30.306834916167613,30.306834916167613,30.306834916167613,30.303030303030308
1340,Gradient,55.0,42,baseline,30.306803824025863,30.306803824025863,30.306803824025863,30.303030303030308
1341,Gradient,55.0,42,baseline,30.306772918437108,30.306772918437108,30.306772918437108,30.303030303030308
1342,Gradient,55.0,42,baseline,30.3067421982818,30.3067421982818,30.3067421982818,30.303030303030308
1343,Gradient,55.0,42,baseline,30.306711662447274,30.306711662447274,30.306711662447274,30.303030303030308
1344,Gradient,55.0,42,baseline,30.30668130982797,30.30668130982797,30.30668130982797,30.303030303030308
1345,Gradient,55.0,42,baseline,30.30665113932432,30.30665113932432,30.30665113932432,30.303030303030308
1346,Gradient,55.0,42,baseline,30.306621149843867,30.306621149843867,30.306621149843867,30.303030303030308
1347,Gradient,55.0,42,baseline,30.306591340300145,30.306591340300145,30.306591340300145,30.303030303030308
1348,Gradient,55.0,42,baseline,30.306561709613575,30.306561709613575,30.306561709613575,30.303030303030308
1349,Gradient,55.0,42,baseline,30.306532256711236,30.306532256711236,30.306532256711236,30.303030303030308
1350,Gradient,55.0,42,baseline,30.306502980526428,30.306502980526428,30.306502980526428,30.303030303030308
1351,Gradient,55.0,42,baseline,30.306473879998663,30.306473879998663,30.306473879998663,30.303030303030308
1352,Gradient,55.0,42,baseline,30.30644495407412,30.30644495407412,30.30644495407412,30.303030303030308
1353,Gradient,55.0,42,baseline,30.30641620170519,30.30641620170519,30.30641620170519,30.303030303030308
1354,Gradient,55.0,42,baseline,30.306387621850263,30.306387621850263,30.306387621850263,30.303030303030308
1355,Gradient,55.0,42,baseline,30.30635921347439,30.30635921347439,30.30635921347439,30.303030303030308
1356,Gradient,55.0,42,baseline,30.30633097554884,30.30633097554884,30.30633097554884,30.303030303030308
1357,Gradient,55.0,42,baseline,30.30630290705087,30.30630290705087,30.30630290705087,30.303030303030308
1358,Gradient,55.0,42,baseline,30.306275006963965,30.306275006963965,30.306275006963965,30.303030303030308
1359,Gradient,55.0,42,baseline,30.306247274277595,30.306247274277595,30.306247274277595,30.303030303030308
1360,Gradient,55.0,42,baseline,30.306219707987236,30.306219707987236,30.306219707987236,30.303030303030308
1361,Gradient,55.0,42,baseline,30.306192307094793,30.306192307094793,30.306192307094793,30.303030303030308
1362,Gradient,55.0,42,baseline,30.306165070607506,30.306165070607506,30.306165070607506,30.303030303030308
1363,Gradient,55.0,42,baseline,30.306137997539274,30.306137997539274,30.306137997539274,30.303030303030308
1364,Gradient,55.0,42,baseline,30.30611108690933,30.30611108690933,30.30611108690933,30.303030303030308
1365,Gradient,55.0,42,baseline,30.306084337743336,30.306084337743336,30.306084337743336,30.303030303030308
1366,Gradient,55.0,42,baseline,30.30605774907207,30.30605774907207,30.30605774907207,30.303030303030308
1367,Gradient,55.0,42,baseline,30.306031319932973,30.306031319932973,30.306031319932973,30.303030303030308
1368,Gradient,55.0,42,baseline,30.306005049368807,30.306005049368807,30.306005049368807,30.303030303030308
1369,Gradient,55.0,42,baseline,30.305978936427888,30.305978936427888,30.305978936427888,30.303030303030308
1370,Gradient,55.0,42,baseline,30.305952980164527,30.305952980164527,30.305952980164527,30.303030303030308
1371,Gradient,55.0,42,baseline,30.305927179639035,30.305927179639035,30.305927179639035,30.303030303030308
1372,Gradient,55.0,42,baseline,30.3059015339166,30.3059015339166,30.3059015339166,30.303030303030308
1373,Gradient,55.0,42,baseline,30.305876042068636,30.305876042068636,30.305876042068636,30.303030303030308
1374,Gradient,55.0,42,baseline,30.305850703171657,30.305850703171657,30.305850703171657,30.303030303030308
1375,Gradient,55.0,42,baseline,30.30582551630795,30.30582551630795,30.30582551630795,30.303030303030308
1376,Gradient,55.0,42,baseline,30.305800480565363,30.305800480565363,30.305800480565363,30.303030303030308
1377,Gradient,55.0,42,baseline,30.305775595037282,30.305775595037282,30.305775595037282,30.303030303030308
1378,Gradient,55.0,42,baseline,30.305750858822428,30.305750858822428,30.305750858822428,30.303030303030308
1379,Gradient,55.0,42,baseline,30.305726271024852,30.305726271024852,30.305726271024852,30.303030303030308
1380,Gradient,55.0,42,baseline,30.305701830754156,30.305701830754156,30.305701830754156,30.303030303030308
1381,Gradient,55.0,42,baseline,30.30567753712505,30.30567753712505,30.30567753712505,30.303030303030308
1382,Gradient,55.0,42,baseline,30.305653389257788,30.305653389257788,30.305653389257788,30.303030303030308
1383,Gradient,55.0,42,baseline,30.30562938627752,30.30562938627752,30.30562938627752,30.303030303030308
1384,Gradient,55.0,42,baseline,30.30560552731516,30.30560552731516,30.30560552731516,30.303030303030308
1385,Gradient,55.0,42,baseline,30.30558181150651,30.30558181150651,30.30558181150651,30.303030303030308
1386,Gradient,55.0,42,baseline,30.305558237992702,30.305558237992702,30.305558237992702,30.303030303030308
1387,Gradient,55.0,42,baseline,30.3055348059202,30.3055348059202,30.3055348059202,30.303030303030308
1388,Gradient,55.0,42,baseline,30.305511514440123,30.305511514440123,30.305511514440123,30.303030303030308
1389,Gradient,55.0,42,baseline,30.305488362708925,30.305488362708925,30.305488362708925,30.303030303030308
1390,Gradient,55.0,42,baseline,30.305465349888166,30.305465349888166,30.305465349888166,30.303030303030308
1391,Gradient,55.0,42,baseline,30.30544247514407,30.30544247514407,30.30544247514407,30.303030303030308
1392,Gradient,55.0,42,baseline,30.305419737648627,30.305419737648627,30.305419737648627,30.303030303030308
1393,Gradient,55.0,42,baseline,30.30539713657828,30.30539713657828,30.30539713657828,30.303030303030308
1394,Gradient,55.0,42,baseline,30.305374671114123,30.305374671114123,30.305374671114123,30.303030303030308
1395,Gradient,55.0,42,baseline,30.305352340442813,30.305352340442813,30.305352340442813,30.303030303030308
1396,Gradient,55.0,42,baseline,30.305330143755437,30.305330143755437,30.305330143755437,30.303030303030308
1397,Gradient,55.0,42,baseline,30.305308080248196,30.305308080248196,30.305308080248196,30.303030303030308
1398,Gradient,55.0,42,baseline,30.30528614912217,30.30528614912217,30.30528614912217,30.303030303030308
1399,Gradient,55.0,42,baseline,30.305264349582888,30.305264349582888,30.305264349582888,30.303030303030308
1400,Gradient,55.0,42,baseline,30.305242680840756,30.305242680840756,30.305242680840756,30.303030303030308
1401,Gradient,55.0,42,baseline,30.305221142110845,30.305221142110845,30.305221142110845,30.303030303030308
1402,Gradient,55.0,42,baseline,30.30519973261356,30.30519973261356,30.30519973261356,30.303030303030308
1403,Gradient,55.0,42,baseline,30.305178451573298,30.305178451573298,30.305178451573298,30.303030303030308
1404,Gradient,55.0,42,baseline,30.305157298219342,30.305157298219342,30.305157298219342,30.303030303030308
1405,Gradient,55.0,42,baseline,30.305136271785415,30.305136271785415,30.305136271785415,30.303030303030308
1406,Gradient,55.0,42,baseline,30.305115371510126,30.305115371510126,30.305115371510126,30.303030303030308
1407,Gradient,55.0,42,baseline,30.30509459663653,30.30509459663653,30.30509459663653,30.303030303030308
1408,Gradient,55.0,42,baseline,30.305073946411888,30.305073946411888,30.305073946411888,30.303030303030308
1409,Gradient,55.0,42,baseline,30.305053420088804,30.305053420088804,30.305053420088804,30.303030303030308
1410,Gradient,55.0,42,baseline,30.305033016923648,30.305033016923648,30.305033016923648,30.303030303030308
1411,Gradient,55.0,42,baseline,30.305012736177456,30.305012736177456,30.305012736177456,30.303030303030308
1412,Gradient,55.0,42,baseline,30.304992577115705,30.304992577115705,30.304992577115705,30.303030303030308
1413,Gradient,55.0,42,baseline,30.30497253900853,30.30497253900853,30.30497253900853,30.303030303030308
1414,Gradient,55.0,42,baseline,30.304952621129853,30.304952621129853,30.304952621129853,30.303030303030308
1415,Gradient,55.0,42,baseline,30.304932822758467,30.304932822758467,30.304932822758467,30.303030303030308
1416,Gradient,55.0,42,baseline,30.30491314317717,30.30491314317717,30.30491314317717,30.303030303030308
1417,Gradient,55.0,42,baseline,30.304893581673422,30.304893581673422,30.304893581673422,30.303030303030308
1418,Gradient,55.0,42,baseline,30.3048741375389,30.3048741375389,30.3048741375389,30.303030303030308
1419,Gradient,55.0,42,baseline,30.304854810069052,30.304854810069052,30.304854810069052,30.303030303030308
1420,Gradient,55.0,42,baseline,30.304835598564,30.304835598564,30.304835598564,30.303030303030308
1421,Gradient,55.0,42,baseline,30.304816502328077,30.304816502328077,30.304816502328077,30.303030303030308
1422,Gradient,55.0,42,baseline,30.30479752066939,30.30479752066939,30.30479752066939,30.303030303030308
1423,Gradient,55.0,42,baseline,30.30477865290071,30.30477865290071,30.30477865290071,30.303030303030308
1424,Gradient,55.0,42,baseline,30.304759898338585,30.304759898338585,30.304759898338585,30.303030303030308
1425,Gradient,55.0,42,baseline,30.30474125630378,30.30474125630378,30.30474125630378,30.303030303030308
1426,Gradient,55.0,42,baseline,30.304722726121504,30.304722726121504,30.304722726121504,30.303030303030308
1427,Gradient,55.0,42,baseline,30.30470430712007,30.30470430712007,30.30470430712007,30.303030303030308
1428,Gradient,55.0,42,baseline,30.304685998632678,30.304685998632678,30.304685998632678,30.303030303030308
1429,Gradient,55.0,42,baseline,30.304667799996302,30.304667799996302,30.304667799996302,30.303030303030308
1430,Gradient,55.0,42,baseline,30.304649710551693,30.304649710551693,30.304649710551693,30.303030303030308
1431,Gradient,55.0,42,baseline,30.30463172964382,30.30463172964382,30.30463172964382,30.303030303030308
1432,Gradient,55.0,42,baseline,30.304613856621202,30.304613856621202,30.304613856621202,30.303030303030308
1433,Gradient,55.0,42,baseline,30.304596090836803,30.304596090836803,30.304596090836803,30.303030303030308
1434,Gradient,55.0,42,baseline,30.304578431647137,30.304578431647137,30.304578431647137,30.303030303030308
1435,Gradient,55.0,42,baseline,30.304560878412495,30.304560878412495,30.304560878412495,30.303030303030308
1436,Gradient,55.0,42,baseline,30.304543430497606,30.304543430497606,30.304543430497606,30.303030303030308
1437,Gradient,55.0,42,baseline,30.304526087269863,30.304526087269863,30.304526087269863,30.303030303030308
1438,Gradient,55.0,42,baseline,30.304508848101772,30.304508848101772,30.304508848101772,30.303030303030308
1439,Gradient,55.0,42,baseline,30.304491712368495,30.304491712368495,30.304491712368495,30.303030303030308
1440,Gradient,55.0,42,baseline,30.304474679449644,30.304474679449644,30.304474679449644,30.303030303030308
1441,Gradient,55.0,42,baseline,30.304457748728375,30.304457748728375,30.304457748728375,30.303030303030308
1442,Gradient,55.0,42,baseline,30.304440919591404,30.304440919591404,30.304440919591404,30.303030303030308
1443,Gradient,55.0,42,baseline,30.304424191429217,30.304424191429217,30.304424191429217,30.303030303030308
1444,Gradient,55.0,42,baseline,30.304407563636076,30.304407563636076,30.304407563636076,30.303030303030308
1445,Gradient,55.0,42,baseline,30.304391035609573,30.304391035609573,30.304391035609573,30.303030303030308
1446,Gradient,55.0,42,baseline,30.3043746067513,30.3043746067513,30.3043746067513,30.303030303030308
1447,Gradient,55.0,42,baseline,30.304358276466175,30.304358276466175,30.304358276466175,30.303030303030308
1448,Gradient,55.0,42,baseline,30.304342044162674,30.304342044162674,30.304342044162674,30.303030303030308
1449,Gradient,55.0,42,baseline,30.304325909253045,30.304325909253045,30.304325909253045,30.303030303030308
1450,Gradient,55.0,42,baseline,30.304309871152864,30.304309871152864,30.304309871152864,30.303030303030308
1451,Gradient,55.0,42,baseline,30.304293929281265,30.304293929281265,30.304293929281265,30.303030303030308
1452,Gradient,55.0,42,baseline,30.30427808306093,30.30427808306093,30.30427808306093,30.303030303030308
1453,Gradient,55.0,42,baseline,30.304262331917872,30.304262331917872,30.304262331917872,30.303030303030308
1454,Gradient,55.0,42,baseline,30.304246675281885,30.304246675281885,30.304246675281885,30.303030303030308
1455,Gradient,55.0,42,baseline,30.30423111258542,30.30423111258542,30.30423111258542,30.303030303030308
1456,Gradient,55.0,42,baseline,30.304215643265152,30.304215643265152,30.304215643265152,30.303030303030308
1457,Gradient,55.0,42,baseline,30.304200266760862,30.304200266760862,30.304200266760862,30.303030303030308
1458,Gradient,55.0,42,baseline,30.30418498251566,30.30418498251566,30.30418498251566,30.303030303030308
1459,Gradient,55.0,42,baseline,30.30416978997577,30.30416978997577,30.30416978997577,30.303030303030308
1460,Gradient,55.0,42,baseline,30.304154688591407,30.304154688591407,30.304154688591407,30.303030303030308
1461,Gradient,55.0,42,baseline,30.30413967781523,30.30413967781523,30.30413967781523,30.303030303030308
1462,Gradient,55.0,42,baseline,30.304124757103676,30.304124757103676,30.304124757103676,30.303030303030308
1463,Gradient,55.0,42,baseline,30.30410992591651,30.30410992591651,30.30410992591651,30.303030303030308
1464,Gradient,55.0,42,baseline,30.304095183716385,30.304095183716385,30.304095183716385,30.303030303030308
1465,Gradient,55.0,42,baseline,30.304080529969504,30.304080529969504,30.304080529969504,30.303030303030308
1466,Gradient,55.0,42,baseline,30.30406596414518,30.30406596414518,30.30406596414518,30.303030303030308
1467,Gradient,55.0,42,baseline,30.304051485715615,30.304051485715615,30.304051485715615,30.303030303030308
1468,Gradient,55.0,42,baseline,30.304037094156783,30.304037094156783,30.304037094156783,30.303030303030308
1469,Gradient,55.0,42,baseline,30.3040227889471,30.3040227889471,30.3040227889471,30.303030303030308
1470,Gradient,55.0,42,baseline,30.30400856956876,30.30400856956876,30.30400856956876,30.303030303030308
1471,Gradient,55.0,42,baseline,30.30399443550662,30.30399443550662,30.30399443550662,30.303030303030308
1472,Gradient,55.0,42,baseline,30.303980386248863,30.303980386248863,30.303980386248863,30.303030303030308
1473,Gradient,55.0,42,baseline,30.303966421286788,30.303966421286788,30.303966421286788,30.303030303030308
1474,Gradient,55.0,42,baseline,30.303952540114576,30.303952540114576,30.303952540114576,30.303030303030308
1475,Gradient,55.0,42,baseline,30.3039387422293,30.3039387422293,30.3039387422293,30.303030303030308
1476,Gradient,55.0,42,baseline,30.303925027131132,30.303925027131132,30.303925027131132,30.303030303030308
1477,Gradient,55.0,42,baseline,30.303911394323805,30.303911394323805,30.303911394323805,30.303030303030308
1478,Gradient,55.0,42,baseline,30.30389784331327,30.30389784331327,30.30389784331327,30.303030303030308
1479,Gradient,55.0,42,baseline,30.303884373608806,30.303884373608806,30.303884373608806,30.303030303030308
1480,Gradient,55.0,42,baseline,30.303870984722362,30.303870984722362,30.303870984722362,30.303030303030308
1481,Gradient,55.0,42,baseline,30.303857676169436,30.303857676169436,30.303857676169436,30.303030303030308
1482,Gradient,55.0,42,baseline,30.303844447467746,30.303844447467746,30.303844447467746,30.303030303030308
1483,Gradient,55.0,42,baseline,30.303831298138345,30.303831298138345,30.303831298138345,30.303030303030308
1484,Gradient,55.0,42,baseline,30.303818227704944,30.303818227704944,30.303818227704944,30.303030303030308
1485,Gradient,55.0,42,baseline,30.303805235694146,30.303805235694146,30.303805235694146,30.303030303030308
1486,Gradient,55.0,42,baseline,30.303792321635434,30.303792321635434,30.303792321635434,30.303030303030308
1487,Gradient,55.0,42,baseline,30.303779485060964,30.303779485060964,30.303779485060964,30.303030303030308
1488,Gradient,55.0,42,baseline,30.303766725505998,30.303766725505998,30.303766725505998,30.303030303030308
1489,Gradient,55.0,42,baseline,30.303754042508235,30.303754042508235,30.303754042508235,30.303030303030308
1490,Gradient,55.0,42,baseline,30.30374143560849,30.30374143560849,30.30374143560849,30.303030303030308
1491,Gradient,55.0,42,baseline,30.303728904350017,30.303728904350017,30.303728904350017,30.303030303030308
1492,Gradient,55.0,42,baseline,30.303716448279175,30.303716448279175,30.303716448279175,30.303030303030308
1493,Gradient,55.0,42,baseline,30.303704066944775,30.303704066944775,30.303704066944775,30.303030303030308
1494,Gradient,55.0,42,baseline,30.303691759898282,30.303691759898282,30.303691759898282,30.303030303030308
1495,Gradient,55.0,42,baseline,30.3036795266945,30.3036795266945,30.3036795266945,30.303030303030308
1496,Gradient,55.0,42,baseline,30.30366736688978,30.30366736688978,30.30366736688978,30.303030303030308
1497,Gradient,55.0,42,baseline,30.30365528004359,30.30365528004359,30.30365528004359,30.303030303030308
1498,Gradient,55.0,42,baseline,30.303643265718723,30.303643265718723,30.303643265718723,30.303030303030308
1499,Gradient,55.0,42,baseline,30.30363132347975,30.30363132347975,30.30363132347975,30.303030303030308
1500,Gradient,55.0,42,baseline,30.303619452894345,30.303619452894345,30.303619452894345,30.303030303030308
1501,Gradient,55.0,42,baseline,30.303607653532413,30.303607653532413,30.303607653532413,30.303030303030308
1502,Gradient,55.0,42,baseline,30.30359592496674,30.30359592496674,30.30359592496674,30.303030303030308
1503,Gradient,55.0,42,baseline,30.30358426677233,30.30358426677233,30.30358426677233,30.303030303030308
1504,Gradient,55.0,42,baseline,30.30357267852708,30.30357267852708,30.30357267852708,30.303030303030308
1505,Gradient,55.0,42,baseline,30.3035611598111,30.3035611598111,30.3035611598111,30.303030303030308
1506,Gradient,55.0,42,baseline,30.303549710207612,30.303549710207612,30.303549710207612,30.303030303030308
1507,Gradient,55.0,42,baseline,30.303538329301617,30.303538329301617,30.303538329301617,30.303030303030308
1508,Gradient,55.0,42,baseline,30.303527016681223,30.303527016681223,30.303527016681223,30.303030303030308
1509,Gradient,55.0,42,baseline,30.30351577193653,30.30351577193653,30.30351577193653,30.303030303030308
1510,Gradient,55.0,42,baseline,30.303504594660318,30.303504594660318,30.303504594660318,30.303030303030308
1511,Gradient,55.0,42,baseline,30.303493484447568,30.303493484447568,30.303493484447568,30.303030303030308
1512,Gradient,55.0,42,baseline,30.30348244089616,30.30348244089616,30.30348244089616,30.303030303030308
1513,Gradient,55.0,42,baseline,30.303471463606197,30.303471463606197,30.303471463606197,30.303030303030308
1514,Gradient,55.0,42,baseline,30.303460552179992,30.303460552179992,30.303460552179992,30.303030303030308
1515,Gradient,55.0,42,baseline,30.303449706222306,30.303449706222306,30.303449706222306,30.303030303030308
1516,Gradient,55.0,42,baseline,30.30343892534034,30.30343892534034,30.30343892534034,30.303030303030308
1517,Gradient,55.0,42,baseline,30.303428209143522,30.303428209143522,30.303428209143522,30.303030303030308
1518,Gradient,55.0,42,baseline,30.30341755724394,30.30341755724394,30.30341755724394,30.303030303030308
1519,Gradient,55.0,42,baseline,30.303406969255676,30.303406969255676,30.303406969255676,30.303030303030308
1520,Gradient,55.0,42,baseline,30.303396444795485,30.303396444795485,30.303396444795485,30.303030303030308
1521,Gradient,55.0,42,baseline,30.303385983482116,30.303385983482116,30.303385983482116,30.303030303030308
1522,Gradient,55.0,42,baseline,30.303375584936536,30.303375584936536,30.303375584936536,30.303030303030308
1523,Gradient,55.0,42,baseline,30.30336524878216,30.30336524878216,30.30336524878216,30.303030303030308
1524,Gradient,55.0,42,baseline,30.303354974644844,30.303354974644844,30.303354974644844,30.303030303030308
1525,Gradient,55.0,42,baseline,30.303344762152438,30.303344762152438,30.303344762152438,30.303030303030308
1526,Gradient,55.0,42,baseline,30.303334610935018,30.303334610935018,30.303334610935018,30.303030303030308
1527,Gradient,55.0,42,baseline,30.303324520624876,30.303324520624876,30.303324520624876,30.303030303030308
1528,Gradient,55.0,42,baseline,30.30331449085653,30.30331449085653,30.30331449085653,30.303030303030308
1529,Gradient,55.0,42,baseline,30.30330452126671,30.30330452126671,30.30330452126671,30.303030303030308
1530,Gradient,55.0,42,baseline,30.303294611494596,30.303294611494596,30.303294611494596,30.303030303030308
1531,Gradient,55.0,42,baseline,30.303284761180922,30.303284761180922,30.303284761180922,30.303030303030308
1532,Gradient,55.0,42,baseline,30.30327496996908,30.30327496996908,30.30327496996908,30.303030303030308
1533,Gradient,55.0,42,baseline,30.30326523750447,30.30326523750447,30.30326523750447,30.303030303030308
1534,Gradient,55.0,42,baseline,30.303255563434924,30.303255563434924,30.303255563434924,30.303030303030308
1535,Gradient,55.0,42,baseline,30.303245947409614,30.303245947409614,30.303245947409614,30.303030303030308
1536,Gradient,55.0,42,baseline,30.3032363890806,30.3032363890806,30.3032363890806,30.303030303030308
1537,Gradient,55.0,42,baseline,30.303226888101484,30.303226888101484,30.303226888101484,30.303030303030308
1538,Gradient,55.0,42,baseline,30.303217444128105,30.303217444128105,30.303217444128105,30.303030303030308
1539,Gradient,55.0,42,baseline,30.303208056818733,30.303208056818733,30.303208056818733,30.303030303030308
1540,Gradient,55.0,42,baseline,30.303198725833195,30.303198725833195,30.303198725833195,30.303030303030308
1541,Gradient,55.0,42,baseline,30.30318945083354,30.30318945083354,30.30318945083354,30.303030303030308
1542,Gradient,55.0,42,baseline,30.30318023148381,30.30318023148381,30.30318023148381,30.303030303030308
1543,Gradient,55.0,42,baseline,30.30317106745028,30.30317106745028,30.30317106745028,30.303030303030308
1544,Gradient,55.0,42,baseline,30.303161958400764,30.303161958400764,30.303161958400764,30.303030303030308
1545,Gradient,55.0,42,baseline,30.303152904005533,30.303152904005533,30.303152904005533,30.303030303030308
1546,Gradient,55.0,42,baseline,30.303143903936842,30.303143903936842,30.303143903936842,30.303030303030308
1547,Gradient,55.0,42,baseline,30.30313495786851,30.30313495786851,30.30313495786851,30.303030303030308
1548,Gradient,55.0,42,baseline,30.30312606547658,30.30312606547658,30.30312606547658,30.303030303030308
1549,Gradient,55.0,42,baseline,30.303117226439078,30.303117226439078,30.303117226439078,30.303030303030308
1550,Gradient,55.0,42,baseline,30.30310844043582,30.30310844043582,30.30310844043582,30.303030303030308
1551,Gradient,55.0,42,baseline,30.30309970714862,30.30309970714862,30.30309970714862,30.303030303030308
1552,Gradient,55.0,42,baseline,30.303091026261054,30.303091026261054,30.303091026261054,30.303030303030308
1553,Gradient,55.0,42,baseline,30.303082397458937,30.303082397458937,30.303082397458937,30.303030303030308
1554,Gradient,55.0,42,baseline,30.303073820429628,30.303073820429628,30.303073820429628,30.303030303030308
1555,Gradient,55.0,42,baseline,30.30306529486249,30.30306529486249,30.30306529486249,30.303030303030308
1556,Gradient,55.0,42,baseline,30.303056820448873,30.303056820448873,30.303056820448873,30.303030303030308
1557,Gradient,55.0,42,baseline,30.303048396881696,30.303048396881696,30.303048396881696,30.303030303030308
1558,Gradient,55.0,42,baseline,30.303040023855868,30.303040023855868,30.303040023855868,30.303030303030308
1559,Gradient,55.0,42,baseline,30.303031701068075,30.303031701068075,30.303031701068075,30.303030303030308
1560,Gradient,55.0,42,baseline,30.303023428217227,30.303023428217227,30.303023428217227,30.303030303030308
1561,Gradient,55.0,42,baseline,30.30301520500334,30.30301520500334,30.30301520500334,30.303030303030308
1562,Gradient,55.0,42,baseline,30.303007031128654,30.303007031128654,30.303007031128654,30.303030303030308
1563,Gradient,55.0,42,baseline,30.30299890629718,30.30299890629718,30.30299890629718,30.303030303030308
1564,Gradient,55.0,42,baseline,30.302990830214934,30.302990830214934,30.302990830214934,30.303030303030308
1565,Gradient,55.0,42,baseline,30.30298280258904,30.30298280258904,30.30298280258904,30.303030303030308
1566,Gradient,55.0,42,baseline,30.30297482312906,30.30297482312906,30.30297482312906,30.303030303030308
1567,Gradient,55.0,42,baseline,30.30296689154567,30.30296689154567,30.30296689154567,30.303030303030308
1568,Gradient,55.0,42,baseline,30.302959007551767,30.302959007551767,30.302959007551767,30.303030303030308
1569,Gradient,55.0,42,baseline,30.302951170861803,30.302951170861803,30.302951170861803,30.303030303030308
1570,Gradient,55.0,42,baseline,30.302943381192005,30.302943381192005,30.302943381192005,30.303030303030308
1571,Gradient,55.0,42,baseline,30.302935638260376,30.302935638260376,30.302935638260376,30.303030303030308
1572,Gradient,55.0,42,baseline,30.30292794178625,30.30292794178625,30.30292794178625,30.303030303030308
1573,Gradient,55.0,42,baseline,30.302920291490967,30.302920291490967,30.302920291490967,30.303030303030308
1574,Gradient,55.0,42,baseline,30.302912687097407,30.302912687097407,30.302912687097407,30.303030303030308
1575,Gradient,55.0,42,baseline,30.30290512833024,30.30290512833024,30.30290512833024,30.303030303030308
1576,Gradient,55.0,42,baseline,30.302897614915686,30.302897614915686,30.302897614915686,30.303030303030308
1577,Gradient,55.0,42,baseline,30.302890146581515,30.302890146581515,30.302890146581515,30.303030303030308
1578,Gradient,55.0,42,baseline,30.302882723057277,30.302882723057277,30.302882723057277,30.303030303030308
1579,Gradient,55.0,42,baseline,30.302875344074298,30.302875344074298,30.302875344074298,30.303030303030308
1580,Gradient,55.0,42,baseline,30.302868009365014,30.302868009365014,30.302868009365014,30.303030303030308
