step,method,q,seed,ablation,policy_mean_effort,theoretical_effort
884736,TEL-PPO,35.0,45,no_exploitability,42.148807644844055,45.45454545454545
888832,TEL-PPO,35.0,45,no_exploitability,42.33405292034149,45.45454545454545
892928,TEL-PPO,35.0,45,no_exploitability,42.456164956092834,45.45454545454545
897024,TEL-PPO,35.0,45,no_exploitability,42.4342155456543,45.45454545454545
901120,TEL-PPO,35.0,45,no_exploitability,42.58919954299927,45.45454545454545
905216,TEL-PPO,35.0,45,no_exploitability,42.54778027534485,45.45454545454545
909312,TEL-PPO,35.0,45,no_exploitability,42.40400791168213,45.45454545454545
913408,TEL-PPO,35.0,45,no_exploitability,42.31080114841461,45.45454545454545
917504,TEL-PPO,35.0,45,no_exploitability,42.26303994655609,45.45454545454545
921600,TEL-PPO,35.0,45,no_exploitability,42.21018850803375,45.45454545454545
925696,TEL-PPO,35.0,45,no_exploitability,42.187029123306274,45.45454545454545
929792,TEL-PPO,35.0,45,no_exploitability,42.15043783187866,45.45454545454545
933888,TEL-PPO,35.0,45,no_exploitability,42.01364815235138,45.45454545454545
937984,TEL-PPO,35.0,45,no_exploitability,41.89231991767883,45.45454545454545
942080,TEL-PPO,35.0,45,no_exploitability,41.968125104904175,45.45454545454545
946176,TEL-PPO,35.0,45,no_exploitability,41.80992543697357,45.45454545454545
950272,TEL-PPO,35.0,45,no_exploitability,41.71339273452759,45.45454545454545
954368,TEL-PPO,35.0,45,no_exploitability,41.66080355644226,45.45454545454545
958464,TEL-PPO,35.0,45,no_exploitability,41.67153835296631,45.45454545454545
962560,TEL-PPO,35.0,45,no_exploitability,41.840481758117676,45.45454545454545
966656,TEL-PPO,35.0,45,no_exploitability,41.686856746673584,45.45454545454545
970752,TEL-PPO,35.0,45,no_exploitability,41.57189130783081,45.45454545454545
974848,TEL-PPO,35.0,45,no_exploitability,41.694045066833496,45.45454545454545
978944,TEL-PPO,35.0,45,no_exploitability,41.51340126991272,45.45454545454545
983040,TEL-PPO,35.0,45,no_exploitability,41.54094457626343,45.45454545454545
987136,TEL-PPO,35.0,45,no_exploitability,41.387251019477844,45.45454545454545
991232,TEL-PPO,35.0,45,no_exploitability,41.419386863708496,45.45454545454545
995328,TEL-PPO,35.0,45,no_exploitability,41.432973742485046,45.45454545454545
999424,TEL-PPO,35.0,45,no_exploitability,41.35458469390869,45.45454545454545
1003520,TEL-PPO,35.0,45,no_exploitability,41.52836203575134,45.45454545454545
1007616,TEL-PPO,35.0,45,no_exploitability,41.64747595787048,45.45454545454545
1011712,TEL-PPO,35.0,45,no_exploitability,41.654035449028015,45.45454545454545
1015808,TEL-PPO,35.0,45,no_exploitability,41.59762263298035,45.45454545454545
1019904,TEL-PPO,35.0,45,no_exploitability,41.564568877220154,45.45454545454545
1024000,TEL-PPO,35.0,45,no_exploitability,41.614460945129395,45.45454545454545
1028096,TEL-PPO,35.0,45,no_exploitability,41.60066246986389,45.45454545454545
1032192,TEL-PPO,35.0,45,no_exploitability,41.636767983436584,45.45454545454545
1036288,TEL-PPO,35.0,45,no_exploitability,41.796958446502686,45.45454545454545
1040384,TEL-PPO,35.0,45,no_exploitability,41.74291491508484,45.45454545454545
1044480,TEL-PPO,35.0,45,no_exploitability,41.692253947257996,45.45454545454545
1048576,TEL-PPO,35.0,45,no_exploitability,41.58210754394531,45.45454545454545
1052672,TEL-PPO,35.0,45,no_exploitability,41.50135815143585,45.45454545454545
1056768,TEL-PPO,35.0,45,no_exploitability,41.54941141605377,45.45454545454545
1060864,TEL-PPO,35.0,45,no_exploitability,41.56128168106079,45.45454545454545
1064960,TEL-PPO,35.0,45,no_exploitability,41.50759279727936,45.45454545454545
1069056,TEL-PPO,35.0,45,no_exploitability,41.56451225280762,45.45454545454545
1073152,TEL-PPO,35.0,45,no_exploitability,41.72866642475128,45.45454545454545
1077248,TEL-PPO,35.0,45,no_exploitability,41.59632325172424,45.45454545454545
1081344,TEL-PPO,35.0,45,no_exploitability,41.592252254486084,45.45454545454545
1085440,TEL-PPO,35.0,45,no_exploitability,41.733333468437195,45.45454545454545
1089536,TEL-PPO,35.0,45,no_exploitability,41.66770875453949,45.45454545454545
1093632,TEL-PPO,35.0,45,no_exploitability,41.54466092586517,45.45454545454545
1097728,TEL-PPO,35.0,45,no_exploitability,41.52253568172455,45.45454545454545
1101824,TEL-PPO,35.0,45,no_exploitability,41.48588180541992,45.45454545454545
1105920,TEL-PPO,35.0,45,no_exploitability,41.461220383644104,45.45454545454545
1110016,TEL-PPO,35.0,45,no_exploitability,41.600048542022705,45.45454545454545
1114112,TEL-PPO,35.0,45,no_exploitability,41.72530174255371,45.45454545454545
1118208,TEL-PPO,35.0,45,no_exploitability,41.605931520462036,45.45454545454545
1122304,TEL-PPO,35.0,45,no_exploitability,41.62149429321289,45.45454545454545
1126400,TEL-PPO,35.0,45,no_exploitability,41.65827929973602,45.45454545454545
1130496,TEL-PPO,35.0,45,no_exploitability,41.546255350112915,45.45454545454545
1134592,TEL-PPO,35.0,45,no_exploitability,41.57313108444214,45.45454545454545
1138688,TEL-PPO,35.0,45,no_exploitability,41.64031445980072,45.45454545454545
1142784,TEL-PPO,35.0,45,no_exploitability,41.592010855674744,45.45454545454545
1146880,TEL-PPO,35.0,45,no_exploitability,41.68201982975006,45.45454545454545
1150976,TEL-PPO,35.0,45,no_exploitability,41.764897108078,45.45454545454545
1155072,TEL-PPO,35.0,45,no_exploitability,41.70154631137848,45.45454545454545
1159168,TEL-PPO,35.0,45,no_exploitability,41.831231117248535,45.45454545454545
1163264,TEL-PPO,35.0,45,no_exploitability,41.877299547195435,45.45454545454545
1167360,TEL-PPO,35.0,45,no_exploitability,41.98559522628784,45.45454545454545
1171456,TEL-PPO,35.0,45,no_exploitability,41.974908113479614,45.45454545454545
1175552,TEL-PPO,35.0,45,no_exploitability,41.97789132595062,45.45454545454545
1179648,TEL-PPO,35.0,45,no_exploitability,41.99173450469971,45.45454545454545
1183744,TEL-PPO,35.0,45,no_exploitability,41.997191309928894,45.45454545454545
1187840,TEL-PPO,35.0,45,no_exploitability,41.8986439704895,45.45454545454545
1191936,TEL-PPO,35.0,45,no_exploitability,42.02418923377991,45.45454545454545
1196032,TEL-PPO,35.0,45,no_exploitability,41.92977845668793,45.45454545454545
1200128,TEL-PPO,35.0,45,no_exploitability,41.86640679836273,45.45454545454545
1204224,TEL-PPO,35.0,45,no_exploitability,41.83391332626343,45.45454545454545
1208320,TEL-PPO,35.0,45,no_exploitability,41.925519704818726,45.45454545454545
1212416,TEL-PPO,35.0,45,no_exploitability,41.975030303001404,45.45454545454545
1216512,TEL-PPO,35.0,45,no_exploitability,41.99753701686859,45.45454545454545
1220608,TEL-PPO,35.0,45,no_exploitability,41.9022262096405,45.45454545454545
1224704,TEL-PPO,35.0,45,no_exploitability,41.990262269973755,45.45454545454545
1228800,TEL-PPO,35.0,45,no_exploitability,41.88321530818939,45.45454545454545
1232896,TEL-PPO,35.0,45,no_exploitability,41.939038038253784,45.45454545454545
1236992,TEL-PPO,35.0,45,no_exploitability,42.086538672447205,45.45454545454545
1241088,TEL-PPO,35.0,45,no_exploitability,42.20597445964813,45.45454545454545
1245184,TEL-PPO,35.0,45,no_exploitability,42.048001289367676,45.45454545454545
1249280,TEL-PPO,35.0,45,no_exploitability,41.95166528224945,45.45454545454545
1253376,TEL-PPO,35.0,45,no_exploitability,41.88957214355469,45.45454545454545
1257472,TEL-PPO,35.0,45,no_exploitability,41.78426265716553,45.45454545454545
1261568,TEL-PPO,35.0,45,no_exploitability,41.893261671066284,45.45454545454545
1265664,TEL-PPO,35.0,45,no_exploitability,41.98383986949921,45.45454545454545
1269760,TEL-PPO,35.0,45,no_exploitability,42.128440737724304,45.45454545454545
1273856,TEL-PPO,35.0,45,no_exploitability,42.07841157913208,45.45454545454545
1277952,TEL-PPO,35.0,45,no_exploitability,42.147040367126465,45.45454545454545
1282048,TEL-PPO,35.0,45,no_exploitability,42.05100238323212,45.45454545454545
1286144,TEL-PPO,35.0,45,no_exploitability,42.218196392059326,45.45454545454545
1290240,TEL-PPO,35.0,45,no_exploitability,42.12806522846222,45.45454545454545
1294336,TEL-PPO,35.0,45,no_exploitability,42.112696170806885,45.45454545454545
1298432,TEL-PPO,35.0,45,no_exploitability,42.10737645626068,45.45454545454545
1302528,TEL-PPO,35.0,45,no_exploitability,42.16727018356323,45.45454545454545
1306624,TEL-PPO,35.0,45,no_exploitability,42.12247431278229,45.45454545454545
1310720,TEL-PPO,35.0,45,no_exploitability,42.14991629123688,45.45454545454545
1314816,TEL-PPO,35.0,45,no_exploitability,42.17870831489563,45.45454545454545
1318912,TEL-PPO,35.0,45,no_exploitability,42.300453782081604,45.45454545454545
1323008,TEL-PPO,35.0,45,no_exploitability,42.24925339221954,45.45454545454545
1327104,TEL-PPO,35.0,45,no_exploitability,42.298078536987305,45.45454545454545
1331200,TEL-PPO,35.0,45,no_exploitability,42.268648743629456,45.45454545454545
1335296,TEL-PPO,35.0,45,no_exploitability,42.28450357913971,45.45454545454545
1339392,TEL-PPO,35.0,45,no_exploitability,42.421332001686096,45.45454545454545
1343488,TEL-PPO,35.0,45,no_exploitability,42.42881536483765,45.45454545454545
1347584,TEL-PPO,35.0,45,no_exploitability,42.47828423976898,45.45454545454545
1351680,TEL-PPO,35.0,45,no_exploitability,42.46418476104736,45.45454545454545
1355776,TEL-PPO,35.0,45,no_exploitability,42.378607392311096,45.45454545454545
1359872,TEL-PPO,35.0,45,no_exploitability,42.39717423915863,45.45454545454545
1363968,TEL-PPO,35.0,45,no_exploitability,42.29273200035095,45.45454545454545
1368064,TEL-PPO,35.0,45,no_exploitability,42.214420437812805,45.45454545454545
1372160,TEL-PPO,35.0,45,no_exploitability,42.258694767951965,45.45454545454545
1376256,TEL-PPO,35.0,45,no_exploitability,42.18578040599823,45.45454545454545
1380352,TEL-PPO,35.0,45,no_exploitability,42.070767283439636,45.45454545454545
1384448,TEL-PPO,35.0,45,no_exploitability,42.11643040180206,45.45454545454545
1388544,TEL-PPO,35.0,45,no_exploitability,42.07930862903595,45.45454545454545
1392640,TEL-PPO,35.0,45,no_exploitability,42.145293951034546,45.45454545454545
1396736,TEL-PPO,35.0,45,no_exploitability,42.14388132095337,45.45454545454545
1400832,TEL-PPO,35.0,45,no_exploitability,42.243850231170654,45.45454545454545
1404928,TEL-PPO,35.0,45,no_exploitability,42.31753349304199,45.45454545454545
1409024,TEL-PPO,35.0,45,no_exploitability,42.36881136894226,45.45454545454545
1413120,TEL-PPO,35.0,45,no_exploitability,42.250096797943115,45.45454545454545
1417216,TEL-PPO,35.0,45,no_exploitability,42.14792251586914,45.45454545454545
1421312,TEL-PPO,35.0,45,no_exploitability,42.180055379867554,45.45454545454545
1425408,TEL-PPO,35.0,45,no_exploitability,42.14757680892944,45.45454545454545
1429504,TEL-PPO,35.0,45,no_exploitability,42.1174556016922,45.45454545454545
1433600,TEL-PPO,35.0,45,no_exploitability,42.14541018009186,45.45454545454545
1437696,TEL-PPO,35.0,45,no_exploitability,42.146506905555725,45.45454545454545
1441792,TEL-PPO,35.0,45,no_exploitability,42.07819104194641,45.45454545454545
1445888,TEL-PPO,35.0,45,no_exploitability,42.151471972465515,45.45454545454545
1449984,TEL-PPO,35.0,45,no_exploitability,42.17355251312256,45.45454545454545
1454080,TEL-PPO,35.0,45,no_exploitability,42.19233691692352,45.45454545454545
1458176,TEL-PPO,35.0,45,no_exploitability,42.273399233818054,45.45454545454545
1462272,TEL-PPO,35.0,45,no_exploitability,42.20758080482483,45.45454545454545
1466368,TEL-PPO,35.0,45,no_exploitability,42.193958163261414,45.45454545454545
1470464,TEL-PPO,35.0,45,no_exploitability,42.258694767951965,45.45454545454545
1474560,TEL-PPO,35.0,45,no_exploitability,42.424941062927246,45.45454545454545
1478656,TEL-PPO,35.0,45,no_exploitability,42.294421792030334,45.45454545454545
1482752,TEL-PPO,35.0,45,no_exploitability,42.207375168800354,45.45454545454545
1486848,TEL-PPO,35.0,45,no_exploitability,42.231178283691406,45.45454545454545
1490944,TEL-PPO,35.0,45,no_exploitability,42.1409010887146,45.45454545454545
1495040,TEL-PPO,35.0,45,no_exploitability,42.11063086986542,45.45454545454545
1499136,TEL-PPO,35.0,45,no_exploitability,41.98870658874512,45.45454545454545
1503232,TEL-PPO,35.0,45,no_exploitability,41.9661283493042,45.45454545454545
1507328,TEL-PPO,35.0,45,no_exploitability,42.09591448307037,45.45454545454545
1511424,TEL-PPO,35.0,45,no_exploitability,42.02381372451782,45.45454545454545
1515520,TEL-PPO,35.0,45,no_exploitability,41.961342096328735,45.45454545454545
1519616,TEL-PPO,35.0,45,no_exploitability,42.08727180957794,45.45454545454545
1523712,TEL-PPO,35.0,45,no_exploitability,42.16933250427246,45.45454545454545
1527808,TEL-PPO,35.0,45,no_exploitability,42.202913761138916,45.45454545454545
1531904,TEL-PPO,35.0,45,no_exploitability,42.25821793079376,45.45454545454545
1536000,TEL-PPO,35.0,45,no_exploitability,42.20527112483978,45.45454545454545
1540096,TEL-PPO,35.0,45,no_exploitability,42.12931990623474,45.45454545454545
1544192,TEL-PPO,35.0,45,no_exploitability,42.12030470371246,45.45454545454545
1548288,TEL-PPO,35.0,45,no_exploitability,42.04354286193848,45.45454545454545
1552384,TEL-PPO,35.0,45,no_exploitability,41.990721225738525,45.45454545454545
1556480,TEL-PPO,35.0,45,no_exploitability,42.040395736694336,45.45454545454545
1560576,TEL-PPO,35.0,45,no_exploitability,42.11583137512207,45.45454545454545
1564672,TEL-PPO,35.0,45,no_exploitability,42.17771291732788,45.45454545454545
1568768,TEL-PPO,35.0,45,no_exploitability,42.11912751197815,45.45454545454545
1572864,TEL-PPO,35.0,45,no_exploitability,42.054593563079834,45.45454545454545
1576960,TEL-PPO,35.0,45,no_exploitability,41.95294976234436,45.45454545454545
1581056,TEL-PPO,35.0,45,no_exploitability,41.98569655418396,45.45454545454545
1585152,TEL-PPO,35.0,45,no_exploitability,41.920506954193115,45.45454545454545
1589248,TEL-PPO,35.0,45,no_exploitability,41.977497935295105,45.45454545454545
1593344,TEL-PPO,35.0,45,no_exploitability,41.94353222846985,45.45454545454545
1597440,TEL-PPO,35.0,45,no_exploitability,41.81855320930481,45.45454545454545
1601536,TEL-PPO,35.0,45,no_exploitability,41.9180691242218,45.45454545454545
1605632,TEL-PPO,35.0,45,no_exploitability,41.82596504688263,45.45454545454545
1609728,TEL-PPO,35.0,45,no_exploitability,41.78844094276428,45.45454545454545
1613824,TEL-PPO,35.0,45,no_exploitability,41.66001081466675,45.45454545454545
1617920,TEL-PPO,35.0,45,no_exploitability,41.573262214660645,45.45454545454545
1622016,TEL-PPO,35.0,45,no_exploitability,41.68824851512909,45.45454545454545
1626112,TEL-PPO,35.0,45,no_exploitability,41.6510134935379,45.45454545454545
1630208,TEL-PPO,35.0,45,no_exploitability,41.725993156433105,45.45454545454545
1634304,TEL-PPO,35.0,45,no_exploitability,41.740065813064575,45.45454545454545
1638400,TEL-PPO,35.0,45,no_exploitability,41.614940762519836,45.45454545454545
1642496,TEL-PPO,35.0,45,no_exploitability,41.61911904811859,45.45454545454545
1646592,TEL-PPO,35.0,45,no_exploitability,41.75862967967987,45.45454545454545
1650688,TEL-PPO,35.0,45,no_exploitability,41.644251346588135,45.45454545454545
1654784,TEL-PPO,35.0,45,no_exploitability,41.565969586372375,45.45454545454545
1658880,TEL-PPO,35.0,45,no_exploitability,41.66714549064636,45.45454545454545
1662976,TEL-PPO,35.0,45,no_exploitability,41.7214035987854,45.45454545454545
1667072,TEL-PPO,35.0,45,no_exploitability,41.85742437839508,45.45454545454545
1671168,TEL-PPO,35.0,45,no_exploitability,41.964247822761536,45.45454545454545
1675264,TEL-PPO,35.0,45,no_exploitability,41.95091724395752,45.45454545454545
1679360,TEL-PPO,35.0,45,no_exploitability,41.95714890956879,45.45454545454545
1683456,TEL-PPO,35.0,45,no_exploitability,41.89359247684479,45.45454545454545
1687552,TEL-PPO,35.0,45,no_exploitability,41.973790526390076,45.45454545454545
1691648,TEL-PPO,35.0,45,no_exploitability,41.980746388435364,45.45454545454545
1695744,TEL-PPO,35.0,45,no_exploitability,41.95573627948761,45.45454545454545
1699840,TEL-PPO,35.0,45,no_exploitability,41.902175545692444,45.45454545454545
1703936,TEL-PPO,35.0,45,no_exploitability,41.84983968734741,45.45454545454545
1708032,TEL-PPO,35.0,45,no_exploitability,41.68669283390045,45.45454545454545
1712128,TEL-PPO,35.0,45,no_exploitability,41.56687557697296,45.45454545454545
1716224,TEL-PPO,35.0,45,no_exploitability,41.47618114948273,45.45454545454545
1720320,TEL-PPO,35.0,45,no_exploitability,41.541969776153564,45.45454545454545
1724416,TEL-PPO,35.0,45,no_exploitability,41.52904748916626,45.45454545454545
1728512,TEL-PPO,35.0,45,no_exploitability,41.553640365600586,45.45454545454545
1732608,TEL-PPO,35.0,45,no_exploitability,41.71057939529419,45.45454545454545
1736704,TEL-PPO,35.0,45,no_exploitability,41.649338603019714,45.45454545454545
1740800,TEL-PPO,35.0,45,no_exploitability,41.702890396118164,45.45454545454545
1744896,TEL-PPO,35.0,45,no_exploitability,41.70803129673004,45.45454545454545
1748992,TEL-PPO,35.0,45,no_exploitability,41.78140461444855,45.45454545454545
1753088,TEL-PPO,35.0,45,no_exploitability,41.82631075382233,45.45454545454545
1757184,TEL-PPO,35.0,45,no_exploitability,41.74056351184845,45.45454545454545
1761280,TEL-PPO,35.0,45,no_exploitability,41.649436950683594,45.45454545454545
1765376,TEL-PPO,35.0,45,no_exploitability,41.78420007228851,45.45454545454545
1769472,TEL-PPO,35.0,45,no_exploitability,41.78977608680725,45.45454545454545
1773568,TEL-PPO,35.0,45,no_exploitability,41.68626070022583,45.45454545454545
1777664,TEL-PPO,35.0,45,no_exploitability,41.796502470970154,45.45454545454545
1781760,TEL-PPO,35.0,45,no_exploitability,41.89608991146088,45.45454545454545
1785856,TEL-PPO,35.0,45,no_exploitability,41.9484943151474,45.45454545454545
1789952,TEL-PPO,35.0,45,no_exploitability,42.08298325538635,45.45454545454545
1794048,TEL-PPO,35.0,45,no_exploitability,42.04346537590027,45.45454545454545
1798144,TEL-PPO,35.0,45,no_exploitability,42.04294979572296,45.45454545454545
1802240,TEL-PPO,35.0,45,no_exploitability,42.12940335273743,45.45454545454545
1806336,TEL-PPO,35.0,45,no_exploitability,42.208072543144226,45.45454545454545
1810432,TEL-PPO,35.0,45,no_exploitability,42.2999233007431,45.45454545454545
1814528,TEL-PPO,35.0,45,no_exploitability,42.34287440776825,45.45454545454545
1818624,TEL-PPO,35.0,45,no_exploitability,42.362260818481445,45.45454545454545
1822720,TEL-PPO,35.0,45,no_exploitability,42.43329167366028,45.45454545454545
1826816,TEL-PPO,35.0,45,no_exploitability,42.583563923835754,45.45454545454545
1830912,TEL-PPO,35.0,45,no_exploitability,42.471832036972046,45.45454545454545
1835008,TEL-PPO,35.0,45,no_exploitability,42.45527982711792,45.45454545454545
1839104,TEL-PPO,35.0,45,no_exploitability,42.36398935317993,45.45454545454545
1843200,TEL-PPO,35.0,45,no_exploitability,42.41337776184082,45.45454545454545
1847296,TEL-PPO,35.0,45,no_exploitability,42.36949682235718,45.45454545454545
1851392,TEL-PPO,35.0,45,no_exploitability,42.48434007167816,45.45454545454545
1855488,TEL-PPO,35.0,45,no_exploitability,42.47719049453735,45.45454545454545
1859584,TEL-PPO,35.0,45,no_exploitability,42.387181520462036,45.45454545454545
1863680,TEL-PPO,35.0,45,no_exploitability,42.324793338775635,45.45454545454545
1867776,TEL-PPO,35.0,45,no_exploitability,42.29991436004639,45.45454545454545
1871872,TEL-PPO,35.0,45,no_exploitability,42.16452240943909,45.45454545454545
1875968,TEL-PPO,35.0,45,no_exploitability,42.185425758361816,45.45454545454545
1880064,TEL-PPO,35.0,45,no_exploitability,41.99972152709961,45.45454545454545
1884160,TEL-PPO,35.0,45,no_exploitability,42.10907518863678,45.45454545454545
1888256,TEL-PPO,35.0,45,no_exploitability,42.080169916152954,45.45454545454545
1892352,TEL-PPO,35.0,45,no_exploitability,42.000383138656616,45.45454545454545
1896448,TEL-PPO,35.0,45,no_exploitability,42.027997970581055,45.45454545454545
1900544,TEL-PPO,35.0,45,no_exploitability,42.06075072288513,45.45454545454545
1904640,TEL-PPO,35.0,45,no_exploitability,41.97225272655487,45.45454545454545
1908736,TEL-PPO,35.0,45,no_exploitability,41.92765951156616,45.45454545454545
1912832,TEL-PPO,35.0,45,no_exploitability,41.811585426330566,45.45454545454545
1916928,TEL-PPO,35.0,45,no_exploitability,41.71907603740692,45.45454545454545
1921024,TEL-PPO,35.0,45,no_exploitability,41.75326228141785,45.45454545454545
1925120,TEL-PPO,35.0,45,no_exploitability,41.85819327831268,45.45454545454545
1929216,TEL-PPO,35.0,45,no_exploitability,41.909438371658325,45.45454545454545
1933312,TEL-PPO,35.0,45,no_exploitability,41.79581105709076,45.45454545454545
1937408,TEL-PPO,35.0,45,no_exploitability,41.87483489513397,45.45454545454545
1941504,TEL-PPO,35.0,45,no_exploitability,41.89602732658386,45.45454545454545
1945600,TEL-PPO,35.0,45,no_exploitability,41.98192358016968,45.45454545454545
1949696,TEL-PPO,35.0,45,no_exploitability,42.03218221664429,45.45454545454545
1953792,TEL-PPO,35.0,45,no_exploitability,42.090803384780884,45.45454545454545
1957888,TEL-PPO,35.0,45,no_exploitability,42.22400784492493,45.45454545454545
1961984,TEL-PPO,35.0,45,no_exploitability,42.300283908843994,45.45454545454545
1966080,TEL-PPO,35.0,45,no_exploitability,42.33075678348541,45.45454545454545
1970176,TEL-PPO,35.0,45,no_exploitability,42.342427372932434,45.45454545454545
1974272,TEL-PPO,35.0,45,no_exploitability,42.30706989765167,45.45454545454545
1978368,TEL-PPO,35.0,45,no_exploitability,42.47121214866638,45.45454545454545
1982464,TEL-PPO,35.0,45,no_exploitability,42.47172772884369,45.45454545454545
1986560,TEL-PPO,35.0,45,no_exploitability,42.53428876399994,45.45454545454545
1990656,TEL-PPO,35.0,45,no_exploitability,42.63640642166138,45.45454545454545
1994752,TEL-PPO,35.0,45,no_exploitability,42.69809126853943,45.45454545454545
1998848,TEL-PPO,35.0,45,no_exploitability,42.690396308898926,45.45454545454545
2002944,TEL-PPO,35.0,45,no_exploitability,42.62591600418091,45.45454545454545
2007040,TEL-PPO,35.0,45,no_exploitability,42.4593985080719,45.45454545454545
2011136,TEL-PPO,35.0,45,no_exploitability,42.50691533088684,45.45454545454545
2015232,TEL-PPO,35.0,45,no_exploitability,42.51927137374878,45.45454545454545
2019328,TEL-PPO,35.0,45,no_exploitability,42.388829588890076,45.45454545454545
2023424,TEL-PPO,35.0,45,no_exploitability,42.443594336509705,45.45454545454545
2027520,TEL-PPO,35.0,45,no_exploitability,42.48911738395691,45.45454545454545
2031616,TEL-PPO,35.0,45,no_exploitability,42.384880781173706,45.45454545454545
2035712,TEL-PPO,35.0,45,no_exploitability,42.40078330039978,45.45454545454545
2039808,TEL-PPO,35.0,45,no_exploitability,42.32395589351654,45.45454545454545
2043904,TEL-PPO,35.0,45,no_exploitability,42.41030216217041,45.45454545454545
2048000,TEL-PPO,35.0,45,no_exploitability,42.49140024185181,45.45454545454545
2052096,TEL-PPO,35.0,45,no_exploitability,42.573511600494385,45.45454545454545
2056192,TEL-PPO,35.0,45,no_exploitability,42.67559051513672,45.45454545454545
2060288,TEL-PPO,35.0,45,no_exploitability,42.707234621047974,45.45454545454545
2064384,TEL-PPO,35.0,45,no_exploitability,42.620059847831726,45.45454545454545
2068480,TEL-PPO,35.0,45,no_exploitability,42.699992656707764,45.45454545454545
2072576,TEL-PPO,35.0,45,no_exploitability,42.71489381790161,45.45454545454545
2076672,TEL-PPO,35.0,45,no_exploitability,42.77856647968292,45.45454545454545
2080768,TEL-PPO,35.0,45,no_exploitability,42.921265959739685,45.45454545454545
2084864,TEL-PPO,35.0,45,no_exploitability,42.85002946853638,45.45454545454545
2088960,TEL-PPO,35.0,45,no_exploitability,42.78373122215271,45.45454545454545
2093056,TEL-PPO,35.0,45,no_exploitability,42.68096089363098,45.45454545454545
2097152,TEL-PPO,35.0,45,no_exploitability,42.64410138130188,45.45454545454545
2101248,TEL-PPO,35.0,45,no_exploitability,42.58526861667633,45.45454545454545
2105344,TEL-PPO,35.0,45,no_exploitability,42.57119596004486,45.45454545454545
2109440,TEL-PPO,35.0,45,no_exploitability,42.64163076877594,45.45454545454545
2113536,TEL-PPO,35.0,45,no_exploitability,42.727360129356384,45.45454545454545
2117632,TEL-PPO,35.0,45,no_exploitability,42.87866950035095,45.45454545454545
2121728,TEL-PPO,35.0,45,no_exploitability,43.00709068775177,45.45454545454545
2125824,TEL-PPO,35.0,45,no_exploitability,42.998579144477844,45.45454545454545
2129920,TEL-PPO,35.0,45,no_exploitability,43.03807616233826,45.45454545454545
2134016,TEL-PPO,35.0,45,no_exploitability,43.055251240730286,45.45454545454545
2138112,TEL-PPO,35.0,45,no_exploitability,43.06199848651886,45.45454545454545
2142208,TEL-PPO,35.0,45,no_exploitability,43.055155873298645,45.45454545454545
2146304,TEL-PPO,35.0,45,no_exploitability,43.09317171573639,45.45454545454545
2150400,TEL-PPO,35.0,45,no_exploitability,43.173715472221375,45.45454545454545
2154496,TEL-PPO,35.0,45,no_exploitability,43.299683928489685,45.45454545454545
2158592,TEL-PPO,35.0,45,no_exploitability,43.408966064453125,45.45454545454545
2162688,TEL-PPO,35.0,45,no_exploitability,43.322283029556274,45.45454545454545
2166784,TEL-PPO,35.0,45,no_exploitability,43.23415458202362,45.45454545454545
2170880,TEL-PPO,35.0,45,no_exploitability,43.168675899505615,45.45454545454545
2174976,TEL-PPO,35.0,45,no_exploitability,43.04565489292145,45.45454545454545
2179072,TEL-PPO,35.0,45,no_exploitability,43.01189482212067,45.45454545454545
2183168,TEL-PPO,35.0,45,no_exploitability,42.91521608829498,45.45454545454545
2187264,TEL-PPO,35.0,45,no_exploitability,43.01650822162628,45.45454545454545
2191360,TEL-PPO,35.0,45,no_exploitability,43.09497773647308,45.45454545454545
2195456,TEL-PPO,35.0,45,no_exploitability,43.17636787891388,45.45454545454545
2199552,TEL-PPO,35.0,45,no_exploitability,43.123918771743774,45.45454545454545
2203648,TEL-PPO,35.0,45,no_exploitability,43.03780496120453,45.45454545454545
2207744,TEL-PPO,35.0,45,no_exploitability,43.032506108284,45.45454545454545
2211840,TEL-PPO,35.0,45,no_exploitability,43.04727911949158,45.45454545454545
2215936,TEL-PPO,35.0,45,no_exploitability,43.18172633647919,45.45454545454545
2220032,TEL-PPO,35.0,45,no_exploitability,43.294280767440796,45.45454545454545
2224128,TEL-PPO,35.0,45,no_exploitability,43.306997418403625,45.45454545454545
2228224,TEL-PPO,35.0,45,no_exploitability,43.277692794799805,45.45454545454545
2232320,TEL-PPO,35.0,45,no_exploitability,43.24688911437988,45.45454545454545
2236416,TEL-PPO,35.0,45,no_exploitability,43.08566451072693,45.45454545454545
2240512,TEL-PPO,35.0,45,no_exploitability,43.1743860244751,45.45454545454545
2244608,TEL-PPO,35.0,45,no_exploitability,43.27881932258606,45.45454545454545
2248704,TEL-PPO,35.0,45,no_exploitability,43.411970138549805,45.45454545454545
2252800,TEL-PPO,35.0,45,no_exploitability,43.3946818113327,45.45454545454545
2256896,TEL-PPO,35.0,45,no_exploitability,43.43775808811188,45.45454545454545
2260992,TEL-PPO,35.0,45,no_exploitability,43.266984820365906,45.45454545454545
2265088,TEL-PPO,35.0,45,no_exploitability,43.14704239368439,45.45454545454545
2269184,TEL-PPO,35.0,45,no_exploitability,43.04755926132202,45.45454545454545
2273280,TEL-PPO,35.0,45,no_exploitability,43.05588901042938,45.45454545454545
2277376,TEL-PPO,35.0,45,no_exploitability,43.1365430355072,45.45454545454545
