step,method,q,seed,ablation,effort_mean,agent1_effort,agent2_effort,theoretical_effort
1428,GRADIENT,25.0,42,baseline,87.45339245371916,87.45339245371916,87.45339245371916,87.5
1429,GRADIENT,25.0,42,baseline,87.45279446047144,87.45279446047144,87.45279446047144,87.5
1430,GRADIENT,25.0,42,baseline,87.45433661777136,87.45433661777136,87.45433661777136,87.5
1431,GRADIENT,25.0,42,baseline,87.45160042991145,87.45160042991145,87.45160042991145,87.5
1432,GRADIENT,25.0,42,baseline,87.44886569570991,87.44886569570991,87.44886569570991,87.5
1433,GRADIENT,25.0,42,baseline,87.45254228841446,87.45254228841446,87.45254228841446,87.5
1434,GRADIENT,25.0,42,baseline,87.45408137159015,87.45408137159015,87.45408137159015,87.5
1435,GRADIENT,25.0,42,baseline,87.45348514857005,87.45348514857005,87.45348514857005,87.5
1436,GRADIENT,25.0,42,baseline,87.45288924226894,87.45288924226894,87.45288924226894,87.5
1437,GRADIENT,25.0,42,baseline,87.45442600715134,87.45442600715134,87.45442600715134,87.5
1438,GRADIENT,25.0,42,baseline,87.45383066727373,87.45383066727373,87.45383066727373,87.5
1439,GRADIENT,25.0,42,baseline,87.45536586643865,87.45536586643865,87.45536586643865,87.5
1440,GRADIENT,25.0,42,baseline,87.4611585656061,87.4611585656061,87.4611585656061,87.5
1441,GRADIENT,25.0,42,baseline,87.46269200183113,87.46269200183113,87.46269200183113,87.5
1442,GRADIENT,25.0,42,baseline,87.46209759454086,87.46209759454086,87.46209759454086,87.5
1443,GRADIENT,25.0,42,baseline,87.46150350294022,87.46150350294022,87.46150350294022,87.5
1444,GRADIENT,25.0,42,baseline,87.46303462943865,87.46303462943865,87.46303462943865,87.5
1445,GRADIENT,25.0,42,baseline,87.4603172625335,87.4603172625335,87.4603172625335,87.5
1446,GRADIENT,25.0,42,baseline,87.45760133869476,87.45760133869476,87.45760133869476,87.5
1447,GRADIENT,25.0,42,baseline,87.45488685711393,87.45488685711393,87.45488685711393,87.5
1448,GRADIENT,25.0,42,baseline,87.452173816983,87.452173816983,87.452173816983,87.5
1449,GRADIENT,25.0,42,baseline,87.45582100441298,87.45582100441298,87.45582100441298,87.5
1450,GRADIENT,25.0,42,baseline,87.46370332690208,87.46370332690208,87.46370332690208,87.5
1451,GRADIENT,25.0,42,baseline,87.4652290343485,87.4652290343485,87.4652290343485,87.5
1452,GRADIENT,25.0,42,baseline,87.46887034954052,87.46887034954052,87.46887034954052,87.5
1453,GRADIENT,25.0,42,baseline,87.47250973139558,87.47250973139558,87.47250973139558,87.5
1454,GRADIENT,25.0,42,baseline,87.46980427515622,87.46980427515622,87.46980427515622,87.5
1455,GRADIENT,25.0,42,baseline,87.46921350007656,87.46921350007656,87.46921350007656,87.5
1456,GRADIENT,25.0,42,baseline,87.47284741498515,87.47284741498515,87.47284741498515,87.5
1457,GRADIENT,25.0,42,baseline,87.47436826863135,87.47436826863135,87.47436826863135,87.5
1458,GRADIENT,25.0,42,baseline,87.47588831490593,87.47588831490593,87.47588831490593,87.5
1459,GRADIENT,25.0,42,baseline,87.47318951131095,87.47318951131095,87.47318951131095,87.5
1460,GRADIENT,25.0,42,baseline,87.47049214033954,87.47049214033954,87.47049214033954,87.5
1461,GRADIENT,25.0,42,baseline,87.4720100271512,87.4720100271512,87.4720100271512,87.5
1462,GRADIENT,25.0,42,baseline,87.46931538921127,87.46931538921127,87.46931538921127,87.5
1463,GRADIENT,25.0,42,baseline,87.47083179474812,87.47083179474812,87.47083179474812,87.5
1464,GRADIENT,25.0,42,baseline,87.47445114960617,87.47445114960617,87.47445114960617,87.5
1465,GRADIENT,25.0,42,baseline,87.475965881143,87.475965881143,87.475965881143,87.5
1466,GRADIENT,25.0,42,baseline,87.47537815778195,87.47537815778195,87.47537815778195,87.5
1467,GRADIENT,25.0,42,baseline,87.48109254675508,87.48109254675508,87.48109254675508,87.5
1468,GRADIENT,25.0,42,baseline,87.47840570367563,87.47840570367563,87.47840570367563,87.5
1469,GRADIENT,25.0,42,baseline,87.47781878656109,87.47781878656109,87.47781878656109,87.5
1470,GRADIENT,25.0,42,baseline,87.47932963172579,87.47932963172579,87.47932963172579,87.5
1471,GRADIENT,25.0,42,baseline,87.47664687096012,87.47664687096012,87.47664687096012,87.5
1472,GRADIENT,25.0,42,baseline,87.47815624157897,87.47815624157897,87.47815624157897,87.5
1473,GRADIENT,25.0,42,baseline,87.48385342368853,87.48385342368853,87.48385342368853,87.5
1474,GRADIENT,25.0,42,baseline,87.48536106463943,87.48536106463943,87.48536106463943,87.5
1475,GRADIENT,25.0,42,baseline,87.48268348077399,87.48268348077399,87.48268348077399,87.5
1476,GRADIENT,25.0,42,baseline,87.48209848393007,87.48209848393007,87.48209848393007,87.5
1477,GRADIENT,25.0,42,baseline,87.48151379747115,87.48151379747115,87.48151379747115,87.5
1478,GRADIENT,25.0,42,baseline,87.48092942122359,87.48092942122359,87.48092942122359,87.5
1479,GRADIENT,25.0,42,baseline,87.48034535501387,87.48034535501387,87.48034535501387,87.5
1480,GRADIENT,25.0,42,baseline,87.48184858579188,87.48184858579188,87.48184858579188,87.5
1481,GRADIENT,25.0,42,baseline,87.47917913182488,87.47917913182488,87.47917913182488,87.5
1482,GRADIENT,25.0,42,baseline,87.48276579597463,87.48276579597463,87.48276579597463,87.5
1483,GRADIENT,25.0,42,baseline,87.48218284104172,87.48218284104172,87.48218284104172,87.5
1484,GRADIENT,25.0,42,baseline,87.4836830116266,87.4836830116266,87.4836830116266,87.5
1485,GRADIENT,25.0,42,baseline,87.4851823864409,87.4851823864409,87.4851823864409,87.5
1486,GRADIENT,25.0,42,baseline,87.48460023194666,87.48460023194666,87.48460023194666,87.5
1487,GRADIENT,25.0,42,baseline,87.48817777347237,87.48817777347237,87.48817777347237,87.5
1488,GRADIENT,25.0,42,baseline,87.48551745613503,87.48551745613503,87.48551745613503,87.5
1489,GRADIENT,25.0,42,baseline,87.48285854981013,87.48285854981013,87.48285854981013,87.5
1490,GRADIENT,25.0,42,baseline,87.48643078061393,87.48643078061393,87.48643078061393,87.5
1491,GRADIENT,25.0,42,baseline,87.48792557949453,87.48792557949453,87.48792557949453,87.5
1492,GRADIENT,25.0,42,baseline,87.48734508603457,87.48734508603457,87.48734508603457,87.5
1493,GRADIENT,25.0,42,baseline,87.48676490042874,87.48676490042874,87.48676490042874,87.5
1494,GRADIENT,25.0,42,baseline,87.48825744810254,87.48825744810254,87.48825744810254,87.5
1495,GRADIENT,25.0,42,baseline,87.48974920427614,87.48974920427614,87.48974920427614,87.5
1496,GRADIENT,25.0,42,baseline,87.48916981570176,87.48916981570176,87.48916981570176,87.5
1497,GRADIENT,25.0,42,baseline,87.49066005287368,87.49066005287368,87.49066005287368,87.5
1498,GRADIENT,25.0,42,baseline,87.48801293213039,87.48801293213039,87.48801293213039,87.5
1499,GRADIENT,25.0,42,baseline,87.4853672149988,87.4853672149988,87.4853672149988,87.5
1500,GRADIENT,25.0,42,baseline,87.48478911678187,87.48478911678187,87.48478911678187,87.5
0,GRADIENT,40.0,42,baseline,54.6875,54.1875,55.1875,54.6875
1,GRADIENT,40.0,42,baseline,54.6883745625,54.1884065465,55.1883425785,54.6875
2,GRADIENT,40.0,42,baseline,54.69361925789646,54.19368320785953,55.19355530793339,54.6875
3,GRADIENT,40.0,42,baseline,54.69012411422655,54.19022001212695,55.19002821632614,54.6875
4,GRADIENT,40.0,42,baseline,54.69536345449124,54.195491282314435,55.19523562666806,54.6875
5,GRADIENT,40.0,42,baseline,54.691871693741426,54.192031433484026,55.191711953998826,54.6875
6,GRADIENT,40.0,42,baseline,54.688381901675086,54.1885735353449,55.18819026800528,54.6875
7,GRADIENT,40.0,42,baseline,54.689253787520556,54.189477297136534,55.18903027790458,54.6875
8,GRADIENT,40.0,42,baseline,54.69012518184522,54.19038054943748,55.18986981425296,54.6875
9,GRADIENT,40.0,42,baseline,54.69099608495394,54.19128329256374,55.19070887734414,54.6875
10,GRADIENT,40.0,42,baseline,54.69186649715137,54.1921855268311,55.19154746747164,54.6875
11,GRADIENT,40.0,42,baseline,54.68838542117584,54.18873625498903,55.18803458736265,54.6875
12,GRADIENT,40.0,42,baseline,54.68925512926142,54.18963774928272,55.18887250924012,54.6875
13,GRADIENT,40.0,42,baseline,54.68577769953606,54.18619208785123,55.1853633112209,54.6875
14,GRADIENT,40.0,42,baseline,54.6866467038607,54.18709284256661,55.18620056515479,54.6875
15,GRADIENT,40.0,42,baseline,54.683172916387264,54.18365078759187,55.182695045182655,54.6875
16,GRADIENT,40.0,42,baseline,54.67970108635804,54.18021067218041,55.179191500535666,54.6875
17,GRADIENT,40.0,42,baseline,54.684907134317356,54.18544841688763,55.18436585174709,54.6875
18,GRADIENT,40.0,42,baseline,54.68143866525493,54.18201162671432,55.18086570379555,54.6875
19,GRADIENT,40.0,42,baseline,54.67797215030969,54.17857677281047,55.17736752780891,54.6875
20,GRADIENT,40.0,42,baseline,54.67450758827082,54.17514385397634,55.173871322565304,54.6875
21,GRADIENT,40.0,42,baseline,54.67537426939015,54.176042160474786,55.1747063783055,54.6875
22,GRADIENT,40.0,42,baseline,54.671913335492206,54.17261283414141,55.17121383684301,54.6875
23,GRADIENT,40.0,42,baseline,54.668454351027705,54.16918543943794,55.16772326261748,54.6875
24,GRADIENT,40.0,42,baseline,54.66499731478916,54.165759975167916,55.16423465441041,54.6875
25,GRADIENT,40.0,42,baseline,54.66154222556996,54.16233644013575,55.16074801100416,54.6875
26,GRADIENT,40.0,42,baseline,54.66240756121529,54.163233312197654,55.16158181023292,54.6875
27,GRADIENT,40.0,42,baseline,54.66758872936555,54.16844599900502,55.16673145972608,54.6875
28,GRADIENT,40.0,42,baseline,54.66845281829658,54.16934158884468,55.16756404774848,54.6875
29,GRADIENT,40.0,42,baseline,54.66500441610704,54.16592466982629,55.164084162387795,54.6875
30,GRADIENT,40.0,42,baseline,54.66586780409817,54.16681952326206,55.16491608493428,54.6875
31,GRADIENT,40.0,42,baseline,54.67534609327682,54.17632926016983,55.174362926383814,54.6875
32,GRADIENT,40.0,42,baseline,54.67620796673668,54.17722256365424,55.17519336981913,54.6875
33,GRADIENT,40.0,42,baseline,54.67276596797541,54.173811977223906,55.171719958726904,54.6875
34,GRADIENT,40.0,42,baseline,54.673627142121155,54.17470454601794,55.17254973822437,54.6875
35,GRADIENT,40.0,42,baseline,54.670188746804826,54.17129752767818,55.16907996593147,54.6875
36,GRADIENT,40.0,42,baseline,54.67104922199076,54.172189362179886,55.16990908180162,54.6875
37,GRADIENT,40.0,42,baseline,54.68479357299721,54.18596505485226,55.18362209114215,54.6875
38,GRADIENT,40.0,42,baseline,54.681359631497436,54.18256243737948,55.18015682561539,54.6875
39,GRADIENT,40.0,42,baseline,54.677927622495574,54.179161734776585,55.17669351021457,54.6875
40,GRADIENT,40.0,42,baseline,54.67878589254316,54.180051293606006,55.177520491480315,54.6875
41,GRADIENT,40.0,42,baseline,54.683929883214205,54.18522655545265,55.18263321097575,54.6875
42,GRADIENT,40.0,42,baseline,54.6805028585754,54.181830784394116,55.17917493275669,54.6875
43,GRADIENT,40.0,42,baseline,54.67707776211209,54.178436923926604,55.17571860029758,54.6875
44,GRADIENT,40.0,42,baseline,54.67365459263213,54.175044972868854,55.17226421239541,54.6875
45,GRADIENT,40.0,42,baseline,54.67023334894423,54.17165493004043,55.16881176784803,54.6875
46,GRADIENT,40.0,42,baseline,54.66681402985794,54.168266794261754,55.16536126545412,54.6875
47,GRADIENT,40.0,42,baseline,54.66766999520839,54.1691539253788,55.166186065037984,54.6875
48,GRADIENT,40.0,42,baseline,54.66425425474959,54.16576933315642,55.162739176342775,54.6875
49,GRADIENT,40.0,42,baseline,54.66510952420836,54.16665573333225,55.163563315084474,54.6875
50,GRADIENT,40.0,42,baseline,54.661697358459264,54.661697358459264,54.661697358459264,54.6875
51,GRADIENT,40.0,42,baseline,54.662551932382634,54.662551932382634,54.662551932382634,54.6875
52,GRADIENT,40.0,42,baseline,54.66340602573034,54.66340602573034,54.66340602573034,54.6875
53,GRADIENT,40.0,42,baseline,54.65999908184318,54.65999908184318,54.65999908184318,54.6875
54,GRADIENT,40.0,42,baseline,54.67788618705055,54.67788618705055,54.67788618705055,54.6875
55,GRADIENT,40.0,42,baseline,54.687250640062075,54.687250640062075,54.687250640062075,54.6875
56,GRADIENT,40.0,42,baseline,54.68384732012792,54.68384732012792,54.68384732012792,54.6875
57,GRADIENT,40.0,42,baseline,54.680445913544666,54.680445913544666,54.680445913544666,54.6875
58,GRADIENT,40.0,42,baseline,54.68554625155037,54.68554625155037,54.68554625155037,54.6875
59,GRADIENT,40.0,42,baseline,54.68214813995325,54.68214813995325,54.68214813995325,54.6875
60,GRADIENT,40.0,42,baseline,54.68724327317407,54.68724327317407,54.68724327317407,54.6875
61,GRADIENT,40.0,42,baseline,54.68384845349301,54.68384845349301,54.68384845349301,54.6875
62,GRADIENT,40.0,42,baseline,54.688938387356814,54.688938387356814,54.68893838735682,54.6875
63,GRADIENT,40.0,42,baseline,54.685546856524354,54.68554685652435,54.685546856524354,54.6875
64,GRADIENT,40.0,42,baseline,54.68639441406539,54.68639441406538,54.68639441406539,54.6875
65,GRADIENT,40.0,42,baseline,54.691476559115486,54.69147655911548,54.691476559115486,54.6875
66,GRADIENT,40.0,42,baseline,54.68808995586748,54.688089955867476,54.68808995586748,54.6875
67,GRADIENT,40.0,42,baseline,54.68470525552135,54.684705255521344,54.68470525552135,54.6875
68,GRADIENT,40.0,42,baseline,54.68132245690312,54.68132245690312,54.681322456903125,54.6875
69,GRADIENT,40.0,42,baseline,54.67794155883966,54.67794155883966,54.67794155883967,54.6875
70,GRADIENT,40.0,42,baseline,54.68301153359744,54.68301153359743,54.68301153359744,54.6875
71,GRADIENT,40.0,42,baseline,54.683856285733114,54.683856285733114,54.68385628573312,54.6875
72,GRADIENT,40.0,42,baseline,54.68048030005198,54.680480300051975,54.68048030005198,54.6875
73,GRADIENT,40.0,42,baseline,54.67710621068075,54.67710621068075,54.677106210680755,54.6875
74,GRADIENT,40.0,42,baseline,54.6905981927724,54.6905981927724,54.690598192772406,54.6875
75,GRADIENT,40.0,42,baseline,54.68722685294101,54.68722685294101,54.687226852941016,54.6875
76,GRADIENT,40.0,42,baseline,54.68806923558853,54.68806923558853,54.688069235588536,54.6875
77,GRADIENT,40.0,42,baseline,54.68470142199297,54.68470142199297,54.684701421992976,54.6875
78,GRADIENT,40.0,42,baseline,54.68554311791236,54.68554311791236,54.68554311791237,54.6875
79,GRADIENT,40.0,42,baseline,54.6821788266969,54.6821788266969,54.682178826696905,54.6875
80,GRADIENT,40.0,42,baseline,54.678816424497,54.678816424497,54.67881642449701,54.6875
81,GRADIENT,40.0,42,baseline,54.679657220190705,54.679657220190705,54.67965722019071,54.6875
82,GRADIENT,40.0,42,baseline,54.684696753224856,54.684696753224856,54.68469675322486,54.6875
83,GRADIENT,40.0,42,baseline,54.68553634729429,54.68553634729429,54.685536347294295,54.6875
84,GRADIENT,40.0,42,baseline,54.682180458815836,54.68218045881583,54.682180458815836,54.6875
85,GRADIENT,40.0,42,baseline,54.68301936784138,54.683019367841375,54.68301936784138,54.6875
86,GRADIENT,40.0,42,baseline,54.67966698871754,54.679666988717536,54.67966698871754,54.6875
87,GRADIENT,40.0,42,baseline,54.67631649120035,54.676316491200346,54.67631649120035,54.6875
88,GRADIENT,40.0,42,baseline,54.68134112912192,54.68134112912192,54.681341129121925,54.6875
89,GRADIENT,40.0,42,baseline,54.67799387878421,54.6779938787842,54.67799387878421,54.6875
90,GRADIENT,40.0,42,baseline,54.67464850686697,54.674648506866966,54.67464850686697,54.6875
91,GRADIENT,40.0,42,baseline,54.67130501221375,54.67130501221374,54.67130501221375,54.6875
92,GRADIENT,40.0,42,baseline,54.67214165418716,54.67214165418716,54.672141654187165,54.6875
93,GRADIENT,40.0,42,baseline,54.66880165533992,54.66880165533991,54.66880165533992,54.6875
94,GRADIENT,40.0,42,baseline,54.66963761373768,54.66963761373768,54.669637613737684,54.6875
95,GRADIENT,40.0,42,baseline,54.674645099398106,54.6746450993981,54.674645099398106,54.6875
96,GRADIENT,40.0,42,baseline,54.671309955334806,54.671309955334806,54.67130995533481,54.6875
97,GRADIENT,40.0,42,baseline,54.667976682185056,54.66797668218505,54.667976682185056,54.6875
98,GRADIENT,40.0,42,baseline,54.67297676158722,54.67297676158722,54.67297676158723,54.6875
99,GRADIENT,40.0,42,baseline,54.67381037787891,54.6738103778789,54.67381037787891,54.6875
100,GRADIENT,40.0,42,baseline,54.67464352661361,54.67464352661361,54.67464352661361,54.6875
101,GRADIENT,40.0,42,baseline,54.671316712172484,54.671316712172484,54.671316712172484,54.6875
102,GRADIENT,40.0,42,baseline,54.66799176346565,54.66799176346565,54.66799176346565,54.6875
103,GRADIENT,40.0,42,baseline,54.668824016796094,54.668824016796094,54.668824016796094,54.6875
104,GRADIENT,40.0,42,baseline,54.673809063216986,54.673809063216986,54.673809063216986,54.6875
105,GRADIENT,40.0,42,baseline,54.67879131439334,54.67879131439334,54.67879131439334,54.6875
106,GRADIENT,40.0,42,baseline,54.679621664483555,54.679621664483555,54.679621664483555,54.6875
107,GRADIENT,40.0,42,baseline,54.688745615038314,54.688745615038314,54.688745615038314,54.6875
108,GRADIENT,40.0,42,baseline,54.68957453140864,54.68957453140864,54.68957453140864,54.6875
109,GRADIENT,40.0,42,baseline,54.6904029830847,54.6904029830847,54.6904029830847,54.6875
110,GRADIENT,40.0,42,baseline,54.691230970352116,54.691230970352116,54.691230970352116,54.6875
111,GRADIENT,40.0,42,baseline,54.68791974833737,54.68791974833737,54.68791974833737,54.6875
112,GRADIENT,40.0,42,baseline,54.68461038230779,54.68461038230779,54.68461038230779,54.6875
113,GRADIENT,40.0,42,baseline,54.68543747857138,54.68543747857138,54.68543747857138,54.6875
114,GRADIENT,40.0,42,baseline,54.68213157114153,54.68213157114153,54.68213157114153,54.6875
115,GRADIENT,40.0,42,baseline,54.678827516418025,54.678827516418025,54.678827516418025,54.6875
116,GRADIENT,40.0,42,baseline,54.67552531326273,54.67552531326273,54.67552531326273,54.6875
117,GRADIENT,40.0,42,baseline,54.67222496053834,54.67222496053834,54.67222496053834,54.6875
118,GRADIENT,40.0,42,baseline,54.66892645710831,54.66892645710831,54.66892645710831,54.6875
119,GRADIENT,40.0,42,baseline,54.66975202095749,54.66975202095749,54.66975202095749,54.6875
120,GRADIENT,40.0,42,baseline,54.67057712226634,54.67057712226634,54.67057712226634,54.6875
121,GRADIENT,40.0,42,baseline,54.67140176131887,54.67140176131887,54.67140176131887,54.6875
122,GRADIENT,40.0,42,baseline,54.672225938398896,54.672225938398896,54.672225938398896,54.6875
123,GRADIENT,40.0,42,baseline,54.66893567292646,54.66893567292646,54.66893567292646,54.6875
124,GRADIENT,40.0,42,baseline,54.6656472505014,54.6656472505014,54.6656472505014,54.6875
125,GRADIENT,40.0,42,baseline,54.670580405814846,54.670580405814846,54.670580405814846,54.6875
126,GRADIENT,40.0,42,baseline,54.671402985133,54.671402985133,54.671402985133,54.6875
127,GRADIENT,40.0,42,baseline,54.66811934468547,54.66811934468547,54.66811934468547,54.6875
128,GRADIENT,40.0,42,baseline,54.67304495556203,54.67304495556203,54.67304495556203,54.6875
129,GRADIENT,40.0,42,baseline,54.677967808089875,54.677967808089875,54.677967808089875,54.6875
130,GRADIENT,40.0,42,baseline,54.674688696939455,54.674688696939455,54.674688696939455,54.6875
131,GRADIENT,40.0,42,baseline,54.67550897560819,54.67550897560819,54.67550897560819,54.6875
132,GRADIENT,40.0,42,baseline,54.68042429992591,54.68042429992591,54.68042429992591,54.6875
133,GRADIENT,40.0,42,baseline,54.67714995788504,54.67714995788504,54.67714995788504,54.6875
134,GRADIENT,40.0,42,baseline,54.68206026989204,54.68206026989204,54.68206026989204,54.6875
135,GRADIENT,40.0,42,baseline,54.67878910350835,54.67878910350835,54.67878910350835,54.6875
136,GRADIENT,40.0,42,baseline,54.6755197682963,54.6755197682963,54.6755197682963,54.6875
137,GRADIENT,40.0,42,baseline,54.67225226313307,54.67225226313307,54.67225226313307,54.6875
138,GRADIENT,40.0,42,baseline,54.66898658689664,54.66898658689664,54.66898658689664,54.6875
139,GRADIENT,40.0,42,baseline,54.66572273846576,54.66572273846576,54.66572273846576,54.6875
140,GRADIENT,40.0,42,baseline,54.67469817137751,54.67469817137751,54.67469817137751,54.6875
141,GRADIENT,40.0,42,baseline,54.67143724532693,54.67143724532693,54.67143724532693,54.6875
142,GRADIENT,40.0,42,baseline,54.66817814413134,54.66817814413134,54.66817814413134,54.6875
143,GRADIENT,40.0,42,baseline,54.66492086667238,54.66492086667238,54.66492086667238,54.6875
144,GRADIENT,40.0,42,baseline,54.661665411832494,54.661665411832494,54.661665411832494,54.6875
145,GRADIENT,40.0,42,baseline,54.65841177849488,54.65841177849488,54.65841177849488,54.6875
146,GRADIENT,40.0,42,baseline,54.65515996554354,54.65515996554354,54.65515996554354,54.6875
147,GRADIENT,40.0,42,baseline,54.65597486778302,54.65597486778302,54.65597486778302,54.6875
148,GRADIENT,40.0,42,baseline,54.652726450666755,54.652726450666755,54.652726450666755,54.6875
149,GRADIENT,40.0,42,baseline,54.653540682768664,54.653540682768664,54.653540682768664,54.6875
150,GRADIENT,40.0,42,baseline,54.65435445940992,54.65435445940992,54.65435445940992,54.6875
151,GRADIENT,40.0,42,baseline,54.65111100864621,54.65111100864621,54.65111100864621,54.6875
152,GRADIENT,40.0,42,baseline,54.647869371993515,54.647869371993515,54.647869371993515,54.6875
153,GRADIENT,40.0,42,baseline,54.64868226480627,54.64868226480627,54.64868226480627,54.6875
154,GRADIENT,40.0,42,baseline,54.645444012897,54.645444012897,54.645444012897,54.6875
155,GRADIENT,40.0,42,baseline,54.65030490142686,54.65030490142686,54.65030490142686,54.6875
156,GRADIENT,40.0,42,baseline,54.65111643133497,54.65111643133497,54.65111643133497,54.6875
157,GRADIENT,40.0,42,baseline,54.647882890353024,54.647882890353024,54.647882890353024,54.6875
158,GRADIENT,40.0,42,baseline,54.64869375216552,54.64869375216552,54.64869375216552,54.6875
159,GRADIENT,40.0,42,baseline,54.64950416061884,54.64950416061884,54.64950416061884,54.6875
160,GRADIENT,40.0,42,baseline,54.646275562773766,54.646275562773766,54.646275562773766,54.6875
161,GRADIENT,40.0,42,baseline,54.6430487698722,54.6430487698722,54.6430487698722,54.6875
162,GRADIENT,40.0,42,baseline,54.647892812155945,54.647892812155945,54.647892812155945,54.6875
163,GRADIENT,40.0,42,baseline,54.644669149839544,54.644669149839544,54.644669149839544,54.6875
164,GRADIENT,40.0,42,baseline,54.64547777158808,54.64547777158808,54.64547777158808,54.6875
165,GRADIENT,40.0,42,baseline,54.64628594137308,54.64628594137308,54.64628594137308,54.6875
166,GRADIENT,40.0,42,baseline,54.651120112162445,54.651120112162445,54.651120112162445,54.6875
167,GRADIENT,40.0,42,baseline,54.647902702339834,54.647902702339834,54.647902702339834,54.6875
168,GRADIENT,40.0,42,baseline,54.64870951778752,54.64870951778752,54.64870951778752,54.6875
169,GRADIENT,40.0,42,baseline,54.65353629840806,54.65353629840806,54.65353629840806,54.6875
170,GRADIENT,40.0,42,baseline,54.65836038190306,54.65836038190306,54.65836038190306,54.6875
171,GRADIENT,40.0,42,baseline,54.66318176992141,54.66318176992141,54.66318176992141,54.6875
172,GRADIENT,40.0,42,baseline,54.668000464110854,54.668000464110854,54.668000464110854,54.6875
173,GRADIENT,40.0,42,baseline,54.664791703661365,54.664791703661365,54.664791703661365,54.6875
174,GRADIENT,40.0,42,baseline,54.66960548591283,54.66960548591283,54.66960548591283,54.6875
175,GRADIENT,40.0,42,baseline,54.66639983930838,54.66639983930838,54.66639983930838,54.6875
176,GRADIENT,40.0,42,baseline,54.667202349067125,54.667202349067125,54.667202349067125,54.6875
177,GRADIENT,40.0,42,baseline,54.66800441056149,54.66800441056149,54.66800441056149,54.6875
178,GRADIENT,40.0,42,baseline,54.66480366376417,54.66480366376417,54.66480366376417,54.6875
179,GRADIENT,40.0,42,baseline,54.665605063767515,54.665605063767515,54.665605063767515,54.6875
180,GRADIENT,40.0,42,baseline,54.666406016196746,54.666406016196746,54.666406016196746,54.6875
181,GRADIENT,40.0,42,baseline,54.66321016156325,54.66321016156325,54.66321016156325,54.6875
182,GRADIENT,40.0,42,baseline,54.66800481476087,54.66800481476087,54.66800481476087,54.6875
183,GRADIENT,40.0,42,baseline,54.66481206180907,54.66481206180907,54.66481206180907,54.6875
184,GRADIENT,40.0,42,baseline,54.66960182804382,54.66960182804382,54.66960182804382,54.6875
185,GRADIENT,40.0,42,baseline,54.66641217387032,54.66641217387032,54.66641217387032,54.6875
186,GRADIENT,40.0,42,baseline,54.667210679377185,54.667210679377185,54.667210679377185,54.6875
187,GRADIENT,40.0,42,baseline,54.66402435343063,54.66402435343063,54.66402435343063,54.6875
188,GRADIENT,40.0,42,baseline,54.66482219973822,54.66482219973822,54.66482219973822,54.6875
189,GRADIENT,40.0,42,baseline,54.661639198396465,54.661639198396465,54.661639198396465,54.6875
190,GRADIENT,40.0,42,baseline,54.66243638586962,54.66243638586962,54.66243638586962,54.6875
191,GRADIENT,40.0,42,baseline,54.659256705514785,54.659256705514785,54.659256705514785,54.6875
192,GRADIENT,40.0,42,baseline,54.6560787998677,54.6560787998677,54.6560787998677,54.6875
193,GRADIENT,40.0,42,baseline,54.652902667845446,54.652902667845446,54.652902667845446,54.6875
194,GRADIENT,40.0,42,baseline,54.65369876957573,54.65369876957573,54.65369876957573,54.6875
195,GRADIENT,40.0,42,baseline,54.662431378997496,54.662431378997496,54.662431378997496,54.6875
196,GRADIENT,40.0,42,baseline,54.659259640188836,54.659259640188836,54.659259640188836,54.6875
197,GRADIENT,40.0,42,baseline,54.660054179690285,54.660054179690285,54.660054179690285,54.6875
198,GRADIENT,40.0,42,baseline,54.66481080210679,54.66481080210679,54.66481080210679,54.6875
199,GRADIENT,40.0,42,baseline,54.66956477062711,54.66956477062711,54.66956477062711,54.6875
200,GRADIENT,40.0,42,baseline,54.66639895745856,54.66639895745856,54.66639895745856,54.6875
201,GRADIENT,40.0,42,baseline,54.6671914958545,54.6671914958545,54.6671914958545,54.6875
202,GRADIENT,40.0,42,baseline,54.66402898500221,54.66402898500221,54.66402898500221,54.6875
203,GRADIENT,40.0,42,baseline,54.66086823826593,54.66086823826593,54.66086823826593,54.6875
204,GRADIENT,40.0,42,baseline,54.6577092545702,54.6577092545702,54.6577092545702,54.6875
205,GRADIENT,40.0,42,baseline,54.66244938921085,54.66244938921085,54.66244938921085,54.6875
206,GRADIENT,40.0,42,baseline,54.667186880114215,54.667186880114215,54.667186880114215,54.6875
207,GRADIENT,40.0,42,baseline,54.66403226790309,54.66403226790309,54.66403226790309,54.6875
208,GRADIENT,40.0,42,baseline,54.664822173075365,54.664822173075365,54.664822173075365,54.6875
209,GRADIENT,40.0,42,baseline,54.66561163775854,54.66561163775854,54.66561163775854,54.6875
210,GRADIENT,40.0,42,baseline,54.67033947857755,54.67033947857755,54.67033947857755,54.6875
211,GRADIENT,40.0,42,baseline,54.671127836249326,54.671127836249326,54.671127836249326,54.6875
212,GRADIENT,40.0,42,baseline,54.67191575436309,54.67191575436309,54.67191575436309,54.6875
213,GRADIENT,40.0,42,baseline,54.67270323318661,54.67270323318661,54.67270323318661,54.6875
214,GRADIENT,40.0,42,baseline,54.67349027298745,54.67349027298745,54.67349027298745,54.6875
215,GRADIENT,40.0,42,baseline,54.67034789487522,54.67034789487522,54.67034789487522,54.6875
216,GRADIENT,40.0,42,baseline,54.67898831247563,54.67898831247563,54.67898831247563,54.6875
217,GRADIENT,40.0,42,baseline,54.675848760270085,54.675848760270085,54.675848760270085,54.6875
