step,method,q,seed,ablation,effort_mean,theoretical_effort,effort_error
1261568,TEL-PPO,25.0,456,baseline,65.91859533358364,87.5,21.58140466641636
1265664,TEL-PPO,25.0,456,baseline,65.93398525053634,87.5,21.566014749463662
1265664,TEL-PPO,25.0,456,baseline,65.93398525053634,87.5,21.566014749463662
1265664,TEL-PPO,25.0,456,baseline,65.93398525053634,87.5,21.566014749463662
1269760,TEL-PPO,25.0,456,baseline,65.85209114477033,87.5,21.647908855229673
1269760,TEL-PPO,25.0,456,baseline,65.85209114477033,87.5,21.647908855229673
1269760,TEL-PPO,25.0,456,baseline,65.85209114477033,87.5,21.647908855229673
1273856,TEL-PPO,25.0,456,baseline,65.9283510451206,87.5,21.571648954879393
1273856,TEL-PPO,25.0,456,baseline,65.9283510451206,87.5,21.571648954879393
1273856,TEL-PPO,25.0,456,baseline,65.9283510451206,87.5,21.571648954879393
1277952,TEL-PPO,25.0,456,baseline,66.17688589263707,87.5,21.323114107362926
1277952,TEL-PPO,25.0,456,baseline,66.17688589263707,87.5,21.323114107362926
1277952,TEL-PPO,25.0,456,baseline,66.17688589263707,87.5,21.323114107362926
1282048,TEL-PPO,25.0,456,baseline,66.3936665900983,87.5,21.106333409901694
1282048,TEL-PPO,25.0,456,baseline,66.3936665900983,87.5,21.106333409901694
1282048,TEL-PPO,25.0,456,baseline,66.3936665900983,87.5,21.106333409901694
1286144,TEL-PPO,25.0,456,baseline,66.30505294539037,87.5,21.194947054609628
1286144,TEL-PPO,25.0,456,baseline,66.30505294539037,87.5,21.194947054609628
1286144,TEL-PPO,25.0,456,baseline,66.30505294539037,87.5,21.194947054609628
1290240,TEL-PPO,25.0,456,baseline,66.4359848592429,87.5,21.064015140757107
1290240,TEL-PPO,25.0,456,baseline,66.4359848592429,87.5,21.064015140757107
1290240,TEL-PPO,25.0,456,baseline,66.4359848592429,87.5,21.064015140757107
1294336,TEL-PPO,25.0,456,baseline,66.43418457685036,87.5,21.065815423149644
1294336,TEL-PPO,25.0,456,baseline,66.43418457685036,87.5,21.065815423149644
1294336,TEL-PPO,25.0,456,baseline,66.43418457685036,87.5,21.065815423149644
1298432,TEL-PPO,25.0,456,baseline,66.34696640074262,87.5,21.153033599257384
1298432,TEL-PPO,25.0,456,baseline,66.34696640074262,87.5,21.153033599257384
1298432,TEL-PPO,25.0,456,baseline,66.34696640074262,87.5,21.153033599257384
1302528,TEL-PPO,25.0,456,baseline,66.33155549177894,87.5,21.168444508221057
1302528,TEL-PPO,25.0,456,baseline,66.33155549177894,87.5,21.168444508221057
1302528,TEL-PPO,25.0,456,baseline,66.33155549177894,87.5,21.168444508221057
1306624,TEL-PPO,25.0,456,baseline,66.35831095697354,87.5,21.14168904302646
1306624,TEL-PPO,25.0,456,baseline,66.35831095697354,87.5,21.14168904302646
1306624,TEL-PPO,25.0,456,baseline,66.35831095697354,87.5,21.14168904302646
1310720,TEL-PPO,25.0,456,baseline,66.33520986046662,87.5,21.16479013953338
1310720,TEL-PPO,25.0,456,baseline,66.33520986046662,87.5,21.16479013953338
1310720,TEL-PPO,25.0,456,baseline,66.33520986046662,87.5,21.16479013953338
1314816,TEL-PPO,25.0,456,baseline,66.09077946329495,87.5,21.40922053670505
1314816,TEL-PPO,25.0,456,baseline,66.09077946329495,87.5,21.40922053670505
1314816,TEL-PPO,25.0,456,baseline,66.09077946329495,87.5,21.40922053670505
1318912,TEL-PPO,25.0,456,baseline,66.02046554768451,87.5,21.47953445231549
1318912,TEL-PPO,25.0,456,baseline,66.02046554768451,87.5,21.47953445231549
1318912,TEL-PPO,25.0,456,baseline,66.02046554768451,87.5,21.47953445231549
1323008,TEL-PPO,25.0,456,baseline,66.02118856646115,87.5,21.47881143353885
1323008,TEL-PPO,25.0,456,baseline,66.02118856646115,87.5,21.47881143353885
1323008,TEL-PPO,25.0,456,baseline,66.02118856646115,87.5,21.47881143353885
1327104,TEL-PPO,25.0,456,baseline,65.89273736253378,87.5,21.60726263746622
1327104,TEL-PPO,25.0,456,baseline,65.89273736253378,87.5,21.60726263746622
1327104,TEL-PPO,25.0,456,baseline,65.89273736253378,87.5,21.60726263746622
1331200,TEL-PPO,25.0,456,baseline,66.07471316773444,87.5,21.425286832265556
1331200,TEL-PPO,25.0,456,baseline,66.07471316773444,87.5,21.425286832265556
1331200,TEL-PPO,25.0,456,baseline,66.07471316773444,87.5,21.425286832265556
1335296,TEL-PPO,25.0,456,baseline,65.87898651929568,87.5,21.62101348070432
1335296,TEL-PPO,25.0,456,baseline,65.87898651929568,87.5,21.62101348070432
1335296,TEL-PPO,25.0,456,baseline,65.87898651929568,87.5,21.62101348070432
1339392,TEL-PPO,25.0,456,baseline,65.73507372569287,87.5,21.76492627430713
1339392,TEL-PPO,25.0,456,baseline,65.73507372569287,87.5,21.76492627430713
1339392,TEL-PPO,25.0,456,baseline,65.73507372569287,87.5,21.76492627430713
1343488,TEL-PPO,25.0,456,baseline,65.80170945124706,87.5,21.698290548752937
1343488,TEL-PPO,25.0,456,baseline,65.80170945124706,87.5,21.698290548752937
1343488,TEL-PPO,25.0,456,baseline,65.80170945124706,87.5,21.698290548752937
1347584,TEL-PPO,25.0,456,baseline,65.97801320441064,87.5,21.521986795589356
1347584,TEL-PPO,25.0,456,baseline,65.97801320441064,87.5,21.521986795589356
1347584,TEL-PPO,25.0,456,baseline,65.97801320441064,87.5,21.521986795589356
1351680,TEL-PPO,25.0,456,baseline,65.72342369286342,87.5,21.77657630713658
1351680,TEL-PPO,25.0,456,baseline,65.72342369286342,87.5,21.77657630713658
1351680,TEL-PPO,25.0,456,baseline,65.72342369286342,87.5,21.77657630713658
1355776,TEL-PPO,25.0,456,baseline,65.58249040087688,87.5,21.91750959912312
1355776,TEL-PPO,25.0,456,baseline,65.58249040087688,87.5,21.91750959912312
1355776,TEL-PPO,25.0,456,baseline,65.58249040087688,87.5,21.91750959912312
1359872,TEL-PPO,25.0,456,baseline,65.60931198531767,87.5,21.890688014682326
1359872,TEL-PPO,25.0,456,baseline,65.60931198531767,87.5,21.890688014682326
1359872,TEL-PPO,25.0,456,baseline,65.60931198531767,87.5,21.890688014682326
1363968,TEL-PPO,25.0,456,baseline,65.42460260819644,87.5,22.075397391803563
1363968,TEL-PPO,25.0,456,baseline,65.42460260819644,87.5,22.075397391803563
1363968,TEL-PPO,25.0,456,baseline,65.42460260819644,87.5,22.075397391803563
1368064,TEL-PPO,25.0,456,baseline,65.31250068219377,87.5,22.18749931780623
1368064,TEL-PPO,25.0,456,baseline,65.31250068219377,87.5,22.18749931780623
1368064,TEL-PPO,25.0,456,baseline,65.31250068219377,87.5,22.18749931780623
1372160,TEL-PPO,25.0,456,baseline,65.38770818430925,87.5,22.112291815690753
1372160,TEL-PPO,25.0,456,baseline,65.38770818430925,87.5,22.112291815690753
1372160,TEL-PPO,25.0,456,baseline,65.38770818430925,87.5,22.112291815690753
1376256,TEL-PPO,25.0,456,baseline,65.29433431057257,87.5,22.205665689427434
1376256,TEL-PPO,25.0,456,baseline,65.29433431057257,87.5,22.205665689427434
1376256,TEL-PPO,25.0,456,baseline,65.29433431057257,87.5,22.205665689427434
1380352,TEL-PPO,25.0,456,baseline,65.50229072244838,87.5,21.99770927755162
1380352,TEL-PPO,25.0,456,baseline,65.50229072244838,87.5,21.99770927755162
1380352,TEL-PPO,25.0,456,baseline,65.50229072244838,87.5,21.99770927755162
1384448,TEL-PPO,25.0,456,baseline,65.72229172941314,87.5,21.777708270586857
1384448,TEL-PPO,25.0,456,baseline,65.72229172941314,87.5,21.777708270586857
1384448,TEL-PPO,25.0,456,baseline,65.72229172941314,87.5,21.777708270586857
1388544,TEL-PPO,25.0,456,baseline,65.7880007540806,87.5,21.7119992459194
1388544,TEL-PPO,25.0,456,baseline,65.7880007540806,87.5,21.7119992459194
1388544,TEL-PPO,25.0,456,baseline,65.7880007540806,87.5,21.7119992459194
1392640,TEL-PPO,25.0,456,baseline,65.6504299608059,87.5,21.849570039194106
1392640,TEL-PPO,25.0,456,baseline,65.6504299608059,87.5,21.849570039194106
1392640,TEL-PPO,25.0,456,baseline,65.6504299608059,87.5,21.849570039194106
1396736,TEL-PPO,25.0,456,baseline,65.81822595745334,87.5,21.681774042546664
1396736,TEL-PPO,25.0,456,baseline,65.81822595745334,87.5,21.681774042546664
1396736,TEL-PPO,25.0,456,baseline,65.81822595745334,87.5,21.681774042546664
1400832,TEL-PPO,25.0,456,baseline,65.94526181463172,87.5,21.55473818536828
1400832,TEL-PPO,25.0,456,baseline,65.94526181463172,87.5,21.55473818536828
1400832,TEL-PPO,25.0,456,baseline,65.94526181463172,87.5,21.55473818536828
1404928,TEL-PPO,25.0,456,baseline,65.76021854951995,87.5,21.739781450480052
1404928,TEL-PPO,25.0,456,baseline,65.76021854951995,87.5,21.739781450480052
1404928,TEL-PPO,25.0,456,baseline,65.76021854951995,87.5,21.739781450480052
1409024,TEL-PPO,25.0,456,baseline,65.85248603112998,87.5,21.647513968870015
1409024,TEL-PPO,25.0,456,baseline,65.85248603112998,87.5,21.647513968870015
1409024,TEL-PPO,25.0,456,baseline,65.85248603112998,87.5,21.647513968870015
1413120,TEL-PPO,25.0,456,baseline,65.95848171319813,87.5,21.541518286801875
1413120,TEL-PPO,25.0,456,baseline,65.95848171319813,87.5,21.541518286801875
1413120,TEL-PPO,25.0,456,baseline,65.95848171319813,87.5,21.541518286801875
1417216,TEL-PPO,25.0,456,baseline,65.68650033697486,87.5,21.81349966302514
1417216,TEL-PPO,25.0,456,baseline,65.68650033697486,87.5,21.81349966302514
1417216,TEL-PPO,25.0,456,baseline,65.68650033697486,87.5,21.81349966302514
1421312,TEL-PPO,25.0,456,baseline,65.51176369003952,87.5,21.988236309960485
1421312,TEL-PPO,25.0,456,baseline,65.51176369003952,87.5,21.988236309960485
1421312,TEL-PPO,25.0,456,baseline,65.51176369003952,87.5,21.988236309960485
1425408,TEL-PPO,25.0,456,baseline,65.65423183981332,87.5,21.84576816018668
1425408,TEL-PPO,25.0,456,baseline,65.65423183981332,87.5,21.84576816018668
1425408,TEL-PPO,25.0,456,baseline,65.65423183981332,87.5,21.84576816018668
1429504,TEL-PPO,25.0,456,baseline,65.4436866398899,87.5,22.056313360110096
1429504,TEL-PPO,25.0,456,baseline,65.4436866398899,87.5,22.056313360110096
1429504,TEL-PPO,25.0,456,baseline,65.4436866398899,87.5,22.056313360110096
1433600,TEL-PPO,25.0,456,baseline,65.3382423454895,87.5,22.161757654510495
1433600,TEL-PPO,25.0,456,baseline,65.3382423454895,87.5,22.161757654510495
1433600,TEL-PPO,25.0,456,baseline,65.3382423454895,87.5,22.161757654510495
1437696,TEL-PPO,25.0,456,baseline,65.21172810206198,87.5,22.288271897938017
1437696,TEL-PPO,25.0,456,baseline,65.21172810206198,87.5,22.288271897938017
1437696,TEL-PPO,25.0,456,baseline,65.21172810206198,87.5,22.288271897938017
1441792,TEL-PPO,25.0,456,baseline,65.30003685876733,87.5,22.199963141232672
1441792,TEL-PPO,25.0,456,baseline,65.30003685876733,87.5,22.199963141232672
1441792,TEL-PPO,25.0,456,baseline,65.30003685876733,87.5,22.199963141232672
1445888,TEL-PPO,25.0,456,baseline,65.54549420718095,87.5,21.95450579281905
1445888,TEL-PPO,25.0,456,baseline,65.54549420718095,87.5,21.95450579281905
1445888,TEL-PPO,25.0,456,baseline,65.54549420718095,87.5,21.95450579281905
1449984,TEL-PPO,25.0,456,baseline,65.59342247061448,87.5,21.906577529385515
1449984,TEL-PPO,25.0,456,baseline,65.59342247061448,87.5,21.906577529385515
1449984,TEL-PPO,25.0,456,baseline,65.59342247061448,87.5,21.906577529385515
1454080,TEL-PPO,25.0,456,baseline,65.48514545056977,87.5,22.014854549430225
1454080,TEL-PPO,25.0,456,baseline,65.48514545056977,87.5,22.014854549430225
1454080,TEL-PPO,25.0,456,baseline,65.48514545056977,87.5,22.014854549430225
1458176,TEL-PPO,25.0,456,baseline,65.30274606542653,87.5,22.197253934573467
1458176,TEL-PPO,25.0,456,baseline,65.30274606542653,87.5,22.197253934573467
1458176,TEL-PPO,25.0,456,baseline,65.30274606542653,87.5,22.197253934573467
1462272,TEL-PPO,25.0,456,baseline,65.24190185777843,87.5,22.25809814222157
1462272,TEL-PPO,25.0,456,baseline,65.24190185777843,87.5,22.25809814222157
1462272,TEL-PPO,25.0,456,baseline,65.24190185777843,87.5,22.25809814222157
1466368,TEL-PPO,25.0,456,baseline,65.43853851500901,87.5,22.061461484990986
1466368,TEL-PPO,25.0,456,baseline,65.43853851500901,87.5,22.061461484990986
1466368,TEL-PPO,25.0,456,baseline,65.43853851500901,87.5,22.061461484990986
1470464,TEL-PPO,25.0,456,baseline,65.42133292742078,87.5,22.078667072579222
1470464,TEL-PPO,25.0,456,baseline,65.42133292742078,87.5,22.078667072579222
1470464,TEL-PPO,25.0,456,baseline,65.42133292742078,87.5,22.078667072579222
1474560,TEL-PPO,25.0,456,baseline,65.4087729798631,87.5,22.0912270201369
1474560,TEL-PPO,25.0,456,baseline,65.4087729798631,87.5,22.0912270201369
1474560,TEL-PPO,25.0,456,baseline,65.4087729798631,87.5,22.0912270201369
1478656,TEL-PPO,25.0,456,baseline,65.21405078982923,87.5,22.28594921017077
1478656,TEL-PPO,25.0,456,baseline,65.21405078982923,87.5,22.28594921017077
1478656,TEL-PPO,25.0,456,baseline,65.21405078982923,87.5,22.28594921017077
1482752,TEL-PPO,25.0,456,baseline,65.18978343950597,87.5,22.310216560494027
1482752,TEL-PPO,25.0,456,baseline,65.18978343950597,87.5,22.310216560494027
1482752,TEL-PPO,25.0,456,baseline,65.18978343950597,87.5,22.310216560494027
1486848,TEL-PPO,25.0,456,baseline,64.97565175360089,87.5,22.524348246399114
1486848,TEL-PPO,25.0,456,baseline,64.97565175360089,87.5,22.524348246399114
1486848,TEL-PPO,25.0,456,baseline,64.97565175360089,87.5,22.524348246399114
1490944,TEL-PPO,25.0,456,baseline,64.99387355567887,87.5,22.506126444321126
1490944,TEL-PPO,25.0,456,baseline,64.99387355567887,87.5,22.506126444321126
1490944,TEL-PPO,25.0,456,baseline,64.99387355567887,87.5,22.506126444321126
1495040,TEL-PPO,25.0,456,baseline,65.00392107851803,87.5,22.496078921481967
1495040,TEL-PPO,25.0,456,baseline,65.00392107851803,87.5,22.496078921481967
1495040,TEL-PPO,25.0,456,baseline,65.00392107851803,87.5,22.496078921481967
1499136,TEL-PPO,25.0,456,baseline,64.76223348220809,87.5,22.73776651779191
1499136,TEL-PPO,25.0,456,baseline,64.76223348220809,87.5,22.73776651779191
1499136,TEL-PPO,25.0,456,baseline,64.76223348220809,87.5,22.73776651779191
1503232,TEL-PPO,25.0,456,baseline,64.55650582676762,87.5,22.94349417323238
1503232,TEL-PPO,25.0,456,baseline,64.55650582676762,87.5,22.94349417323238
1503232,TEL-PPO,25.0,456,baseline,64.55650582676762,87.5,22.94349417323238
1507328,TEL-PPO,25.0,456,baseline,64.66263661487045,87.5,22.83736338512955
1507328,TEL-PPO,25.0,456,baseline,64.66263661487045,87.5,22.83736338512955
1507328,TEL-PPO,25.0,456,baseline,64.66263661487045,87.5,22.83736338512955
1511424,TEL-PPO,25.0,456,baseline,64.54470867663623,87.5,22.955291323363767
1511424,TEL-PPO,25.0,456,baseline,64.54470867663623,87.5,22.955291323363767
1511424,TEL-PPO,25.0,456,baseline,64.54470867663623,87.5,22.955291323363767
1515520,TEL-PPO,25.0,456,baseline,64.52386929793275,87.5,22.976130702067252
1515520,TEL-PPO,25.0,456,baseline,64.52386929793275,87.5,22.976130702067252
1515520,TEL-PPO,25.0,456,baseline,64.52386929793275,87.5,22.976130702067252
1519616,TEL-PPO,25.0,456,baseline,64.50715509522706,87.5,22.992844904772937
1519616,TEL-PPO,25.0,456,baseline,64.50715509522706,87.5,22.992844904772937
1519616,TEL-PPO,25.0,456,baseline,64.50715509522706,87.5,22.992844904772937
1523712,TEL-PPO,25.0,456,baseline,64.66152340592814,87.5,22.838476594071864
1523712,TEL-PPO,25.0,456,baseline,64.66152340592814,87.5,22.838476594071864
1523712,TEL-PPO,25.0,456,baseline,64.66152340592814,87.5,22.838476594071864
1527808,TEL-PPO,25.0,456,baseline,64.65992544963962,87.5,22.840074550360384
1527808,TEL-PPO,25.0,456,baseline,64.65992544963962,87.5,22.840074550360384
1527808,TEL-PPO,25.0,456,baseline,64.65992544963962,87.5,22.840074550360384
1531904,TEL-PPO,25.0,456,baseline,64.95524564059443,87.5,22.544754359405573
1531904,TEL-PPO,25.0,456,baseline,64.95524564059443,87.5,22.544754359405573
1531904,TEL-PPO,25.0,456,baseline,64.95524564059443,87.5,22.544754359405573
1536000,TEL-PPO,25.0,456,baseline,64.98128760326648,87.5,22.51871239673352
1536000,TEL-PPO,25.0,456,baseline,64.98128760326648,87.5,22.51871239673352
1536000,TEL-PPO,25.0,456,baseline,64.98128760326648,87.5,22.51871239673352
1540096,TEL-PPO,25.0,456,baseline,64.98365503922092,87.5,22.51634496077908
1540096,TEL-PPO,25.0,456,baseline,64.98365503922092,87.5,22.51634496077908
1540096,TEL-PPO,25.0,456,baseline,64.98365503922092,87.5,22.51634496077908
1544192,TEL-PPO,25.0,456,baseline,65.13894935417943,87.5,22.36105064582057
1544192,TEL-PPO,25.0,456,baseline,65.13894935417943,87.5,22.36105064582057
1544192,TEL-PPO,25.0,456,baseline,65.13894935417943,87.5,22.36105064582057
1548288,TEL-PPO,25.0,456,baseline,65.3145779208281,87.5,22.1854220791719
1548288,TEL-PPO,25.0,456,baseline,65.3145779208281,87.5,22.1854220791719
1548288,TEL-PPO,25.0,456,baseline,65.3145779208281,87.5,22.1854220791719
1552384,TEL-PPO,25.0,456,baseline,65.38881500530985,87.5,22.11118499469015
1552384,TEL-PPO,25.0,456,baseline,65.38881500530985,87.5,22.11118499469015
1552384,TEL-PPO,25.0,456,baseline,65.38881500530985,87.5,22.11118499469015
1556480,TEL-PPO,25.0,456,baseline,65.48369312100115,87.5,22.016306878998847
1556480,TEL-PPO,25.0,456,baseline,65.48369312100115,87.5,22.016306878998847
1556480,TEL-PPO,25.0,456,baseline,65.48369312100115,87.5,22.016306878998847
1560576,TEL-PPO,25.0,456,baseline,65.72872806200736,87.5,21.771271937992637
1560576,TEL-PPO,25.0,456,baseline,65.72872806200736,87.5,21.771271937992637
1560576,TEL-PPO,25.0,456,baseline,65.72872806200736,87.5,21.771271937992637
1564672,TEL-PPO,25.0,456,baseline,65.81685006199424,87.5,21.683149938005755
1564672,TEL-PPO,25.0,456,baseline,65.81685006199424,87.5,21.683149938005755
1564672,TEL-PPO,25.0,456,baseline,65.81685006199424,87.5,21.683149938005755
1568768,TEL-PPO,25.0,456,baseline,65.83475169027221,87.5,21.665248309727787
1568768,TEL-PPO,25.0,456,baseline,65.83475169027221,87.5,21.665248309727787
1568768,TEL-PPO,25.0,456,baseline,65.83475169027221,87.5,21.665248309727787
1572864,TEL-PPO,25.0,456,baseline,65.78729927772643,87.5,21.712700722273567
1572864,TEL-PPO,25.0,456,baseline,65.78729927772643,87.5,21.712700722273567
1572864,TEL-PPO,25.0,456,baseline,65.78729927772643,87.5,21.712700722273567
1576960,TEL-PPO,25.0,456,baseline,65.7362194037996,87.5,21.763780596200405
1576960,TEL-PPO,25.0,456,baseline,65.7362194037996,87.5,21.763780596200405
1576960,TEL-PPO,25.0,456,baseline,65.7362194037996,87.5,21.763780596200405
1581056,TEL-PPO,25.0,456,baseline,65.6418565455825,87.5,21.8581434544175
1581056,TEL-PPO,25.0,456,baseline,65.6418565455825,87.5,21.8581434544175
1581056,TEL-PPO,25.0,456,baseline,65.6418565455825,87.5,21.8581434544175
1585152,TEL-PPO,25.0,456,baseline,65.74535363540068,87.5,21.754646364599324
1585152,TEL-PPO,25.0,456,baseline,65.74535363540068,87.5,21.754646364599324
1585152,TEL-PPO,25.0,456,baseline,65.74535363540068,87.5,21.754646364599324
1589248,TEL-PPO,25.0,456,baseline,65.63896220969039,87.5,21.86103779030961
1589248,TEL-PPO,25.0,456,baseline,65.63896220969039,87.5,21.86103779030961
1589248,TEL-PPO,25.0,456,baseline,65.63896220969039,87.5,21.86103779030961
1593344,TEL-PPO,25.0,456,baseline,65.69597892509768,87.5,21.804021074902323
1593344,TEL-PPO,25.0,456,baseline,65.69597892509768,87.5,21.804021074902323
1593344,TEL-PPO,25.0,456,baseline,65.69597892509768,87.5,21.804021074902323
1597440,TEL-PPO,25.0,456,baseline,65.54602281469842,87.5,21.953977185301582
1597440,TEL-PPO,25.0,456,baseline,65.54602281469842,87.5,21.953977185301582
1597440,TEL-PPO,25.0,456,baseline,65.54602281469842,87.5,21.953977185301582
1601536,TEL-PPO,25.0,456,baseline,65.54814998712403,87.5,21.951850012875965
1601536,TEL-PPO,25.0,456,baseline,65.54814998712403,87.5,21.951850012875965
1601536,TEL-PPO,25.0,456,baseline,65.54814998712403,87.5,21.951850012875965
1605632,TEL-PPO,25.0,456,baseline,65.64298804057765,87.5,21.85701195942235
1605632,TEL-PPO,25.0,456,baseline,65.64298804057765,87.5,21.85701195942235
1605632,TEL-PPO,25.0,456,baseline,65.64298804057765,87.5,21.85701195942235
1609728,TEL-PPO,25.0,456,baseline,65.98401781916618,87.5,21.515982180833817
1609728,TEL-PPO,25.0,456,baseline,65.98401781916618,87.5,21.515982180833817
1609728,TEL-PPO,25.0,456,baseline,65.98401781916618,87.5,21.515982180833817
1613824,TEL-PPO,25.0,456,baseline,66.03248441824687,87.5,21.467515581753133
1613824,TEL-PPO,25.0,456,baseline,66.03248441824687,87.5,21.467515581753133
1613824,TEL-PPO,25.0,456,baseline,66.03248441824687,87.5,21.467515581753133
1617920,TEL-PPO,25.0,456,baseline,66.29871794907376,87.5,21.20128205092624
1617920,TEL-PPO,25.0,456,baseline,66.29871794907376,87.5,21.20128205092624
1617920,TEL-PPO,25.0,456,baseline,66.29871794907376,87.5,21.20128205092624
1622016,TEL-PPO,25.0,456,baseline,66.5016017006711,87.5,20.998398299328898
1622016,TEL-PPO,25.0,456,baseline,66.5016017006711,87.5,20.998398299328898
1622016,TEL-PPO,25.0,456,baseline,66.5016017006711,87.5,20.998398299328898
1626112,TEL-PPO,25.0,456,baseline,66.56154711497948,87.5,20.938452885020524
1626112,TEL-PPO,25.0,456,baseline,66.56154711497948,87.5,20.938452885020524
1626112,TEL-PPO,25.0,456,baseline,66.56154711497948,87.5,20.938452885020524
1630208,TEL-PPO,25.0,456,baseline,66.72551792953169,87.5,20.77448207046831
1630208,TEL-PPO,25.0,456,baseline,66.72551792953169,87.5,20.77448207046831
1630208,TEL-PPO,25.0,456,baseline,66.72551792953169,87.5,20.77448207046831
1634304,TEL-PPO,25.0,456,baseline,66.6508915885351,87.5,20.849108411464897
1634304,TEL-PPO,25.0,456,baseline,66.6508915885351,87.5,20.849108411464897
1634304,TEL-PPO,25.0,456,baseline,66.6508915885351,87.5,20.849108411464897
1638400,TEL-PPO,25.0,456,baseline,66.44395724916808,87.5,21.05604275083192
1638400,TEL-PPO,25.0,456,baseline,66.44395724916808,87.5,21.05604275083192
1638400,TEL-PPO,25.0,456,baseline,66.44395724916808,87.5,21.05604275083192
1642496,TEL-PPO,25.0,456,baseline,66.55216969223696,87.5,20.94783030776304
1642496,TEL-PPO,25.0,456,baseline,66.55216969223696,87.5,20.94783030776304
1642496,TEL-PPO,25.0,456,baseline,66.55216969223696,87.5,20.94783030776304
1646592,TEL-PPO,25.0,456,baseline,66.71382076665753,87.5,20.786179233342466
1646592,TEL-PPO,25.0,456,baseline,66.71382076665753,87.5,20.786179233342466
1646592,TEL-PPO,25.0,456,baseline,66.71382076665753,87.5,20.786179233342466
1650688,TEL-PPO,25.0,456,baseline,66.79790678713474,87.5,20.702093212865265
1650688,TEL-PPO,25.0,456,baseline,66.79790678713474,87.5,20.702093212865265
1650688,TEL-PPO,25.0,456,baseline,66.79790678713474,87.5,20.702093212865265
1654784,TEL-PPO,25.0,456,baseline,66.73424847284323,87.5,20.765751527156766
1654784,TEL-PPO,25.0,456,baseline,66.73424847284323,87.5,20.765751527156766
1654784,TEL-PPO,25.0,456,baseline,66.73424847284323,87.5,20.765751527156766
1658880,TEL-PPO,25.0,456,baseline,66.71004741825155,87.5,20.78995258174845
1658880,TEL-PPO,25.0,456,baseline,66.71004741825155,87.5,20.78995258174845
1658880,TEL-PPO,25.0,456,baseline,66.71004741825155,87.5,20.78995258174845
1662976,TEL-PPO,25.0,456,baseline,66.59445651061833,87.5,20.90554348938167
1662976,TEL-PPO,25.0,456,baseline,66.59445651061833,87.5,20.90554348938167
1662976,TEL-PPO,25.0,456,baseline,66.59445651061833,87.5,20.90554348938167
1667072,TEL-PPO,25.0,456,baseline,66.70963320741417,87.5,20.79036679258583
1667072,TEL-PPO,25.0,456,baseline,66.70963320741417,87.5,20.79036679258583
1667072,TEL-PPO,25.0,456,baseline,66.70963320741417,87.5,20.79036679258583
1671168,TEL-PPO,25.0,456,baseline,66.7727401964367,87.5,20.7272598035633
1671168,TEL-PPO,25.0,456,baseline,66.7727401964367,87.5,20.7272598035633
1671168,TEL-PPO,25.0,456,baseline,66.7727401964367,87.5,20.7272598035633
1675264,TEL-PPO,25.0,456,baseline,66.82674903655399,87.5,20.67325096344601
1675264,TEL-PPO,25.0,456,baseline,66.82674903655399,87.5,20.67325096344601
1675264,TEL-PPO,25.0,456,baseline,66.82674903655399,87.5,20.67325096344601
1679360,TEL-PPO,25.0,456,baseline,67.04478093748924,87.5,20.455219062510764
1679360,TEL-PPO,25.0,456,baseline,67.04478093748924,87.5,20.455219062510764
1679360,TEL-PPO,25.0,456,baseline,67.04478093748924,87.5,20.455219062510764
1683456,TEL-PPO,25.0,456,baseline,66.87810028018438,87.5,20.621899719815616
1683456,TEL-PPO,25.0,456,baseline,66.87810028018438,87.5,20.621899719815616
1683456,TEL-PPO,25.0,456,baseline,66.87810028018438,87.5,20.621899719815616
1687552,TEL-PPO,25.0,456,baseline,66.64395024394612,87.5,20.856049756053878
1687552,TEL-PPO,25.0,456,baseline,66.64395024394612,87.5,20.856049756053878
1687552,TEL-PPO,25.0,456,baseline,66.64395024394612,87.5,20.856049756053878
1691648,TEL-PPO,25.0,456,baseline,66.47223636554541,87.5,21.027763634454587
1691648,TEL-PPO,25.0,456,baseline,66.47223636554541,87.5,21.027763634454587
1691648,TEL-PPO,25.0,456,baseline,66.47223636554541,87.5,21.027763634454587
1695744,TEL-PPO,25.0,456,baseline,66.30469833128163,87.5,21.195301668718372
1695744,TEL-PPO,25.0,456,baseline,66.30469833128163,87.5,21.195301668718372
1695744,TEL-PPO,25.0,456,baseline,66.30469833128163,87.5,21.195301668718372
1699840,TEL-PPO,25.0,456,baseline,66.4302077894098,87.5,21.069792210590194
1699840,TEL-PPO,25.0,456,baseline,66.4302077894098,87.5,21.069792210590194
1699840,TEL-PPO,25.0,456,baseline,66.4302077894098,87.5,21.069792210590194
1703936,TEL-PPO,25.0,456,baseline,66.47011707397162,87.5,21.029882926028378
1703936,TEL-PPO,25.0,456,baseline,66.47011707397162,87.5,21.029882926028378
1703936,TEL-PPO,25.0,456,baseline,66.47011707397162,87.5,21.029882926028378
1708032,TEL-PPO,25.0,456,baseline,66.4973036590964,87.5,21.002696340903597
1708032,TEL-PPO,25.0,456,baseline,66.4973036590964,87.5,21.002696340903597
1708032,TEL-PPO,25.0,456,baseline,66.4973036590964,87.5,21.002696340903597
1712128,TEL-PPO,25.0,456,baseline,66.23949414817619,87.5,21.260505851823808
1712128,TEL-PPO,25.0,456,baseline,66.23949414817619,87.5,21.260505851823808
1712128,TEL-PPO,25.0,456,baseline,66.23949414817619,87.5,21.260505851823808
1716224,TEL-PPO,25.0,456,baseline,66.01285854773596,87.5,21.48714145226404
