step,method,q,seed,ablation,effort_mean,theoretical_effort
5316608,TEL-PPO,25.0,1024,baseline,64.51047150418141,87.5
5316608,TEL-PPO,25.0,1024,baseline,64.51047150418141,87.5
5320704,TEL-PPO,25.0,1024,baseline,64.6610479364171,87.5
5320704,TEL-PPO,25.0,1024,baseline,64.6610479364171,87.5
5320704,TEL-PPO,25.0,1024,baseline,64.6610479364171,87.5
5324800,TEL-PPO,25.0,1024,baseline,64.40582596743475,87.5
5324800,TEL-PPO,25.0,1024,baseline,64.40582596743475,87.5
5324800,TEL-PPO,25.0,1024,baseline,64.40582596743475,87.5
5328896,TEL-PPO,25.0,1024,baseline,64.62444616435099,87.5
5328896,TEL-PPO,25.0,1024,baseline,64.62444616435099,87.5
5328896,TEL-PPO,25.0,1024,baseline,64.62444616435099,87.5
5332992,TEL-PPO,25.0,1024,baseline,64.49308190261935,87.5
5332992,TEL-PPO,25.0,1024,baseline,64.49308190261935,87.5
5332992,TEL-PPO,25.0,1024,baseline,64.49308190261935,87.5
5337088,TEL-PPO,25.0,1024,baseline,64.69687972823158,87.5
5337088,TEL-PPO,25.0,1024,baseline,64.69687972823158,87.5
5337088,TEL-PPO,25.0,1024,baseline,64.69687972823158,87.5
5341184,TEL-PPO,25.0,1024,baseline,64.85042330855511,87.5
5341184,TEL-PPO,25.0,1024,baseline,64.85042330855511,87.5
5341184,TEL-PPO,25.0,1024,baseline,64.85042330855511,87.5
5345280,TEL-PPO,25.0,1024,baseline,64.97422717977318,87.5
5345280,TEL-PPO,25.0,1024,baseline,64.97422717977318,87.5
5345280,TEL-PPO,25.0,1024,baseline,64.97422717977318,87.5
5349376,TEL-PPO,25.0,1024,baseline,64.97201413055853,87.5
5349376,TEL-PPO,25.0,1024,baseline,64.97201413055853,87.5
5349376,TEL-PPO,25.0,1024,baseline,64.97201413055853,87.5
5353472,TEL-PPO,25.0,1024,baseline,65.0864879619329,87.5
5353472,TEL-PPO,25.0,1024,baseline,65.0864879619329,87.5
5353472,TEL-PPO,25.0,1024,baseline,65.0864879619329,87.5
5357568,TEL-PPO,25.0,1024,baseline,65.30108192702767,87.5
5357568,TEL-PPO,25.0,1024,baseline,65.30108192702767,87.5
5357568,TEL-PPO,25.0,1024,baseline,65.30108192702767,87.5
5361664,TEL-PPO,25.0,1024,baseline,64.91213177889578,87.5
5361664,TEL-PPO,25.0,1024,baseline,64.91213177889578,87.5
5361664,TEL-PPO,25.0,1024,baseline,64.91213177889578,87.5
5365760,TEL-PPO,25.0,1024,baseline,64.76582532608869,87.5
5365760,TEL-PPO,25.0,1024,baseline,64.76582532608869,87.5
5365760,TEL-PPO,25.0,1024,baseline,64.76582532608869,87.5
5369856,TEL-PPO,25.0,1024,baseline,65.0881473054178,87.5
5369856,TEL-PPO,25.0,1024,baseline,65.0881473054178,87.5
5369856,TEL-PPO,25.0,1024,baseline,65.0881473054178,87.5
5373952,TEL-PPO,25.0,1024,baseline,64.87593212258065,87.5
5373952,TEL-PPO,25.0,1024,baseline,64.87593212258065,87.5
5373952,TEL-PPO,25.0,1024,baseline,64.87593212258065,87.5
5378048,TEL-PPO,25.0,1024,baseline,64.83237334527082,87.5
5378048,TEL-PPO,25.0,1024,baseline,64.83237334527082,87.5
5378048,TEL-PPO,25.0,1024,baseline,64.83237334527082,87.5
5382144,TEL-PPO,25.0,1024,baseline,64.7063488946296,87.5
5382144,TEL-PPO,25.0,1024,baseline,64.7063488946296,87.5
5382144,TEL-PPO,25.0,1024,baseline,64.7063488946296,87.5
5386240,TEL-PPO,25.0,1024,baseline,64.74271458107967,87.5
5386240,TEL-PPO,25.0,1024,baseline,64.74271458107967,87.5
5386240,TEL-PPO,25.0,1024,baseline,64.74271458107967,87.5
5390336,TEL-PPO,25.0,1024,baseline,64.97804915439333,87.5
5390336,TEL-PPO,25.0,1024,baseline,64.97804915439333,87.5
5390336,TEL-PPO,25.0,1024,baseline,64.97804915439333,87.5
5394432,TEL-PPO,25.0,1024,baseline,64.82927895011352,87.5
5394432,TEL-PPO,25.0,1024,baseline,64.82927895011352,87.5
5394432,TEL-PPO,25.0,1024,baseline,64.82927895011352,87.5
5398528,TEL-PPO,25.0,1024,baseline,64.36499777249995,87.5
5398528,TEL-PPO,25.0,1024,baseline,64.36499777249995,87.5
5398528,TEL-PPO,25.0,1024,baseline,64.36499777249995,87.5
5402624,TEL-PPO,25.0,1024,baseline,64.68118459125972,87.5
5402624,TEL-PPO,25.0,1024,baseline,64.68118459125972,87.5
5402624,TEL-PPO,25.0,1024,baseline,64.68118459125972,87.5
5406720,TEL-PPO,25.0,1024,baseline,64.6162642915734,87.5
5406720,TEL-PPO,25.0,1024,baseline,64.6162642915734,87.5
5406720,TEL-PPO,25.0,1024,baseline,64.6162642915734,87.5
5410816,TEL-PPO,25.0,1024,baseline,64.88704175641782,87.5
5410816,TEL-PPO,25.0,1024,baseline,64.88704175641782,87.5
5410816,TEL-PPO,25.0,1024,baseline,64.88704175641782,87.5
5414912,TEL-PPO,25.0,1024,baseline,64.66508742328719,87.5
5414912,TEL-PPO,25.0,1024,baseline,64.66508742328719,87.5
5414912,TEL-PPO,25.0,1024,baseline,64.66508742328719,87.5
5419008,TEL-PPO,25.0,1024,baseline,64.84275994170457,87.5
5419008,TEL-PPO,25.0,1024,baseline,64.84275994170457,87.5
5419008,TEL-PPO,25.0,1024,baseline,64.84275994170457,87.5
5423104,TEL-PPO,25.0,1024,baseline,64.63266134262098,87.5
5423104,TEL-PPO,25.0,1024,baseline,64.63266134262098,87.5
5423104,TEL-PPO,25.0,1024,baseline,64.63266134262098,87.5
5427200,TEL-PPO,25.0,1024,baseline,64.97813534829771,87.5
5427200,TEL-PPO,25.0,1024,baseline,64.97813534829771,87.5
5427200,TEL-PPO,25.0,1024,baseline,64.97813534829771,87.5
5431296,TEL-PPO,25.0,1024,baseline,64.95878628408522,87.5
5431296,TEL-PPO,25.0,1024,baseline,64.95878628408522,87.5
5431296,TEL-PPO,25.0,1024,baseline,64.95878628408522,87.5
5435392,TEL-PPO,25.0,1024,baseline,64.66898170905179,87.5
5435392,TEL-PPO,25.0,1024,baseline,64.66898170905179,87.5
5435392,TEL-PPO,25.0,1024,baseline,64.66898170905179,87.5
5439488,TEL-PPO,25.0,1024,baseline,64.60795307951065,87.5
5439488,TEL-PPO,25.0,1024,baseline,64.60795307951065,87.5
5439488,TEL-PPO,25.0,1024,baseline,64.60795307951065,87.5
5443584,TEL-PPO,25.0,1024,baseline,64.72385438205684,87.5
5443584,TEL-PPO,25.0,1024,baseline,64.72385438205684,87.5
5443584,TEL-PPO,25.0,1024,baseline,64.72385438205684,87.5
5447680,TEL-PPO,25.0,1024,baseline,64.98607890354464,87.5
5447680,TEL-PPO,25.0,1024,baseline,64.98607890354464,87.5
5447680,TEL-PPO,25.0,1024,baseline,64.98607890354464,87.5
5451776,TEL-PPO,25.0,1024,baseline,64.70161701133493,87.5
5451776,TEL-PPO,25.0,1024,baseline,64.70161701133493,87.5
5451776,TEL-PPO,25.0,1024,baseline,64.70161701133493,87.5
5455872,TEL-PPO,25.0,1024,baseline,65.09586644452058,87.5
5455872,TEL-PPO,25.0,1024,baseline,65.09586644452058,87.5
5455872,TEL-PPO,25.0,1024,baseline,65.09586644452058,87.5
5459968,TEL-PPO,25.0,1024,baseline,65.11534541752192,87.5
5459968,TEL-PPO,25.0,1024,baseline,65.11534541752192,87.5
5459968,TEL-PPO,25.0,1024,baseline,65.11534541752192,87.5
5464064,TEL-PPO,25.0,1024,baseline,65.10336944321148,87.5
5464064,TEL-PPO,25.0,1024,baseline,65.10336944321148,87.5
5464064,TEL-PPO,25.0,1024,baseline,65.10336944321148,87.5
5468160,TEL-PPO,25.0,1024,baseline,65.1735705528408,87.5
5468160,TEL-PPO,25.0,1024,baseline,65.1735705528408,87.5
5468160,TEL-PPO,25.0,1024,baseline,65.1735705528408,87.5
5472256,TEL-PPO,25.0,1024,baseline,65.37147972173973,87.5
5472256,TEL-PPO,25.0,1024,baseline,65.37147972173973,87.5
5472256,TEL-PPO,25.0,1024,baseline,65.37147972173973,87.5
5476352,TEL-PPO,25.0,1024,baseline,65.02632464049378,87.5
5476352,TEL-PPO,25.0,1024,baseline,65.02632464049378,87.5
5476352,TEL-PPO,25.0,1024,baseline,65.02632464049378,87.5
5480448,TEL-PPO,25.0,1024,baseline,65.3443103111349,87.5
5480448,TEL-PPO,25.0,1024,baseline,65.3443103111349,87.5
5480448,TEL-PPO,25.0,1024,baseline,65.3443103111349,87.5
5484544,TEL-PPO,25.0,1024,baseline,65.29953159159022,87.5
5484544,TEL-PPO,25.0,1024,baseline,65.29953159159022,87.5
5484544,TEL-PPO,25.0,1024,baseline,65.29953159159022,87.5
5488640,TEL-PPO,25.0,1024,baseline,65.5310468827373,87.5
5488640,TEL-PPO,25.0,1024,baseline,65.5310468827373,87.5
5488640,TEL-PPO,25.0,1024,baseline,65.5310468827373,87.5
5492736,TEL-PPO,25.0,1024,baseline,65.56174374883987,87.5
5492736,TEL-PPO,25.0,1024,baseline,65.56174374883987,87.5
5492736,TEL-PPO,25.0,1024,baseline,65.56174374883987,87.5
5496832,TEL-PPO,25.0,1024,baseline,65.39240445010381,87.5
5496832,TEL-PPO,25.0,1024,baseline,65.39240445010381,87.5
5496832,TEL-PPO,25.0,1024,baseline,65.39240445010381,87.5
5500928,TEL-PPO,25.0,1024,baseline,65.3496200433,87.5
5500928,TEL-PPO,25.0,1024,baseline,65.3496200433,87.5
5500928,TEL-PPO,25.0,1024,baseline,65.3496200433,87.5
5505024,TEL-PPO,25.0,1024,baseline,65.33378889830763,87.5
5505024,TEL-PPO,25.0,1024,baseline,65.33378889830763,87.5
5505024,TEL-PPO,25.0,1024,baseline,65.33378889830763,87.5
5509120,TEL-PPO,25.0,1024,baseline,65.5464964085259,87.5
5509120,TEL-PPO,25.0,1024,baseline,65.5464964085259,87.5
5509120,TEL-PPO,25.0,1024,baseline,65.5464964085259,87.5
5513216,TEL-PPO,25.0,1024,baseline,65.82219291198996,87.5
5513216,TEL-PPO,25.0,1024,baseline,65.82219291198996,87.5
5513216,TEL-PPO,25.0,1024,baseline,65.82219291198996,87.5
5517312,TEL-PPO,25.0,1024,baseline,65.79823881899925,87.5
5517312,TEL-PPO,25.0,1024,baseline,65.79823881899925,87.5
5517312,TEL-PPO,25.0,1024,baseline,65.79823881899925,87.5
5521408,TEL-PPO,25.0,1024,baseline,65.84848407935368,87.5
5521408,TEL-PPO,25.0,1024,baseline,65.84848407935368,87.5
5521408,TEL-PPO,25.0,1024,baseline,65.84848407935368,87.5
5525504,TEL-PPO,25.0,1024,baseline,65.97576553979894,87.5
5525504,TEL-PPO,25.0,1024,baseline,65.97576553979894,87.5
5525504,TEL-PPO,25.0,1024,baseline,65.97576553979894,87.5
5529600,TEL-PPO,25.0,1024,baseline,66.13627658691237,87.5
5529600,TEL-PPO,25.0,1024,baseline,66.13627658691237,87.5
5529600,TEL-PPO,25.0,1024,baseline,66.13627658691237,87.5
5533696,TEL-PPO,25.0,1024,baseline,65.8651253823192,87.5
5533696,TEL-PPO,25.0,1024,baseline,65.8651253823192,87.5
5533696,TEL-PPO,25.0,1024,baseline,65.8651253823192,87.5
5537792,TEL-PPO,25.0,1024,baseline,66.00075683556489,87.5
5537792,TEL-PPO,25.0,1024,baseline,66.00075683556489,87.5
5537792,TEL-PPO,25.0,1024,baseline,66.00075683556489,87.5
5541888,TEL-PPO,25.0,1024,baseline,66.0217829896138,87.5
5541888,TEL-PPO,25.0,1024,baseline,66.0217829896138,87.5
5541888,TEL-PPO,25.0,1024,baseline,66.0217829896138,87.5
5545984,TEL-PPO,25.0,1024,baseline,66.01418263046071,87.5
5545984,TEL-PPO,25.0,1024,baseline,66.01418263046071,87.5
5545984,TEL-PPO,25.0,1024,baseline,66.01418263046071,87.5
5550080,TEL-PPO,25.0,1024,baseline,66.43184282537547,87.5
5550080,TEL-PPO,25.0,1024,baseline,66.43184282537547,87.5
5550080,TEL-PPO,25.0,1024,baseline,66.43184282537547,87.5
5554176,TEL-PPO,25.0,1024,baseline,65.83374916808691,87.5
5554176,TEL-PPO,25.0,1024,baseline,65.83374916808691,87.5
5554176,TEL-PPO,25.0,1024,baseline,65.83374916808691,87.5
5558272,TEL-PPO,25.0,1024,baseline,66.05201433924967,87.5
5558272,TEL-PPO,25.0,1024,baseline,66.05201433924967,87.5
5558272,TEL-PPO,25.0,1024,baseline,66.05201433924967,87.5
5562368,TEL-PPO,25.0,1024,baseline,66.2741041895932,87.5
5562368,TEL-PPO,25.0,1024,baseline,66.2741041895932,87.5
5562368,TEL-PPO,25.0,1024,baseline,66.2741041895932,87.5
5566464,TEL-PPO,25.0,1024,baseline,66.38310195319362,87.5
5566464,TEL-PPO,25.0,1024,baseline,66.38310195319362,87.5
5566464,TEL-PPO,25.0,1024,baseline,66.38310195319362,87.5
5570560,TEL-PPO,25.0,1024,baseline,66.34329162118954,87.5
5570560,TEL-PPO,25.0,1024,baseline,66.34329162118954,87.5
5570560,TEL-PPO,25.0,1024,baseline,66.34329162118954,87.5
5574656,TEL-PPO,25.0,1024,baseline,66.3145747138187,87.5
5574656,TEL-PPO,25.0,1024,baseline,66.3145747138187,87.5
5574656,TEL-PPO,25.0,1024,baseline,66.3145747138187,87.5
5578752,TEL-PPO,25.0,1024,baseline,66.42425936087976,87.5
5578752,TEL-PPO,25.0,1024,baseline,66.42425936087976,87.5
5578752,TEL-PPO,25.0,1024,baseline,66.42425936087976,87.5
5582848,TEL-PPO,25.0,1024,baseline,66.25275947386393,87.5
5582848,TEL-PPO,25.0,1024,baseline,66.25275947386393,87.5
5582848,TEL-PPO,25.0,1024,baseline,66.25275947386393,87.5
5586944,TEL-PPO,25.0,1024,baseline,66.1730289082042,87.5
5586944,TEL-PPO,25.0,1024,baseline,66.1730289082042,87.5
5586944,TEL-PPO,25.0,1024,baseline,66.1730289082042,87.5
5591040,TEL-PPO,25.0,1024,baseline,66.05431935517117,87.5
5591040,TEL-PPO,25.0,1024,baseline,66.05431935517117,87.5
5591040,TEL-PPO,25.0,1024,baseline,66.05431935517117,87.5
5595136,TEL-PPO,25.0,1024,baseline,66.31659299647436,87.5
5595136,TEL-PPO,25.0,1024,baseline,66.31659299647436,87.5
5595136,TEL-PPO,25.0,1024,baseline,66.31659299647436,87.5
5599232,TEL-PPO,25.0,1024,baseline,65.80987874511627,87.5
5599232,TEL-PPO,25.0,1024,baseline,65.80987874511627,87.5
5599232,TEL-PPO,25.0,1024,baseline,65.80987874511627,87.5
5603328,TEL-PPO,25.0,1024,baseline,65.87889624480155,87.5
5603328,TEL-PPO,25.0,1024,baseline,65.87889624480155,87.5
5603328,TEL-PPO,25.0,1024,baseline,65.87889624480155,87.5
5607424,TEL-PPO,25.0,1024,baseline,65.91368078114455,87.5
5607424,TEL-PPO,25.0,1024,baseline,65.91368078114455,87.5
5607424,TEL-PPO,25.0,1024,baseline,65.91368078114455,87.5
5611520,TEL-PPO,25.0,1024,baseline,65.64789797179407,87.5
5611520,TEL-PPO,25.0,1024,baseline,65.64789797179407,87.5
5611520,TEL-PPO,25.0,1024,baseline,65.64789797179407,87.5
5615616,TEL-PPO,25.0,1024,baseline,65.4643116793595,87.5
5615616,TEL-PPO,25.0,1024,baseline,65.4643116793595,87.5
5615616,TEL-PPO,25.0,1024,baseline,65.4643116793595,87.5
5619712,TEL-PPO,25.0,1024,baseline,65.29248460801332,87.5
5619712,TEL-PPO,25.0,1024,baseline,65.29248460801332,87.5
5619712,TEL-PPO,25.0,1024,baseline,65.29248460801332,87.5
5623808,TEL-PPO,25.0,1024,baseline,65.39970154361797,87.5
5623808,TEL-PPO,25.0,1024,baseline,65.39970154361797,87.5
5623808,TEL-PPO,25.0,1024,baseline,65.39970154361797,87.5
5627904,TEL-PPO,25.0,1024,baseline,65.51912367902703,87.5
5627904,TEL-PPO,25.0,1024,baseline,65.51912367902703,87.5
5627904,TEL-PPO,25.0,1024,baseline,65.51912367902703,87.5
5632000,TEL-PPO,25.0,1024,baseline,65.21319730952385,87.5
5632000,TEL-PPO,25.0,1024,baseline,65.21319730952385,87.5
5632000,TEL-PPO,25.0,1024,baseline,65.21319730952385,87.5
5636096,TEL-PPO,25.0,1024,baseline,65.21028011199093,87.5
5636096,TEL-PPO,25.0,1024,baseline,65.21028011199093,87.5
5636096,TEL-PPO,25.0,1024,baseline,65.21028011199093,87.5
5640192,TEL-PPO,25.0,1024,baseline,65.28192438231787,87.5
5640192,TEL-PPO,25.0,1024,baseline,65.28192438231787,87.5
5640192,TEL-PPO,25.0,1024,baseline,65.28192438231787,87.5
5644288,TEL-PPO,25.0,1024,baseline,65.44943570159387,87.5
5644288,TEL-PPO,25.0,1024,baseline,65.44943570159387,87.5
5644288,TEL-PPO,25.0,1024,baseline,65.44943570159387,87.5
5648384,TEL-PPO,25.0,1024,baseline,65.30392012745128,87.5
5648384,TEL-PPO,25.0,1024,baseline,65.30392012745128,87.5
5648384,TEL-PPO,25.0,1024,baseline,65.30392012745128,87.5
5652480,TEL-PPO,25.0,1024,baseline,65.41544673964384,87.5
5652480,TEL-PPO,25.0,1024,baseline,65.41544673964384,87.5
5652480,TEL-PPO,25.0,1024,baseline,65.41544673964384,87.5
5656576,TEL-PPO,25.0,1024,baseline,65.265586984344,87.5
5656576,TEL-PPO,25.0,1024,baseline,65.265586984344,87.5
5656576,TEL-PPO,25.0,1024,baseline,65.265586984344,87.5
5660672,TEL-PPO,25.0,1024,baseline,65.05689415102827,87.5
5660672,TEL-PPO,25.0,1024,baseline,65.05689415102827,87.5
5660672,TEL-PPO,25.0,1024,baseline,65.05689415102827,87.5
5664768,TEL-PPO,25.0,1024,baseline,65.22449338529267,87.5
5664768,TEL-PPO,25.0,1024,baseline,65.22449338529267,87.5
5664768,TEL-PPO,25.0,1024,baseline,65.22449338529267,87.5
5668864,TEL-PPO,25.0,1024,baseline,65.05878038518131,87.5
5668864,TEL-PPO,25.0,1024,baseline,65.05878038518131,87.5
5668864,TEL-PPO,25.0,1024,baseline,65.05878038518131,87.5
5672960,TEL-PPO,25.0,1024,baseline,65.50956596713516,87.5
5672960,TEL-PPO,25.0,1024,baseline,65.50956596713516,87.5
5672960,TEL-PPO,25.0,1024,baseline,65.50956596713516,87.5
5677056,TEL-PPO,25.0,1024,baseline,64.61803906876568,87.5
5677056,TEL-PPO,25.0,1024,baseline,64.61803906876568,87.5
5677056,TEL-PPO,25.0,1024,baseline,64.61803906876568,87.5
5681152,TEL-PPO,25.0,1024,baseline,64.73640613490716,87.5
5681152,TEL-PPO,25.0,1024,baseline,64.73640613490716,87.5
5681152,TEL-PPO,25.0,1024,baseline,64.73640613490716,87.5
5685248,TEL-PPO,25.0,1024,baseline,64.70670251501703,87.5
5685248,TEL-PPO,25.0,1024,baseline,64.70670251501703,87.5
5685248,TEL-PPO,25.0,1024,baseline,64.70670251501703,87.5
5689344,TEL-PPO,25.0,1024,baseline,64.60878339502972,87.5
5689344,TEL-PPO,25.0,1024,baseline,64.60878339502972,87.5
5689344,TEL-PPO,25.0,1024,baseline,64.60878339502972,87.5
5693440,TEL-PPO,25.0,1024,baseline,64.72498764330516,87.5
5693440,TEL-PPO,25.0,1024,baseline,64.72498764330516,87.5
5693440,TEL-PPO,25.0,1024,baseline,64.72498764330516,87.5
5697536,TEL-PPO,25.0,1024,baseline,64.35948183108121,87.5
5697536,TEL-PPO,25.0,1024,baseline,64.35948183108121,87.5
5697536,TEL-PPO,25.0,1024,baseline,64.35948183108121,87.5
5701632,TEL-PPO,25.0,1024,baseline,64.43311323551461,87.5
5701632,TEL-PPO,25.0,1024,baseline,64.43311323551461,87.5
5701632,TEL-PPO,25.0,1024,baseline,64.43311323551461,87.5
5705728,TEL-PPO,25.0,1024,baseline,64.09375316509976,87.5
5705728,TEL-PPO,25.0,1024,baseline,64.09375316509976,87.5
5705728,TEL-PPO,25.0,1024,baseline,64.09375316509976,87.5
5709824,TEL-PPO,25.0,1024,baseline,64.01987527357419,87.5
5709824,TEL-PPO,25.0,1024,baseline,64.01987527357419,87.5
5709824,TEL-PPO,25.0,1024,baseline,64.01987527357419,87.5
5713920,TEL-PPO,25.0,1024,baseline,64.01466626953342,87.5
5713920,TEL-PPO,25.0,1024,baseline,64.01466626953342,87.5
5713920,TEL-PPO,25.0,1024,baseline,64.01466626953342,87.5
5718016,TEL-PPO,25.0,1024,baseline,63.85663851676503,87.5
5718016,TEL-PPO,25.0,1024,baseline,63.85663851676503,87.5
5718016,TEL-PPO,25.0,1024,baseline,63.85663851676503,87.5
5722112,TEL-PPO,25.0,1024,baseline,63.671738865319575,87.5
5722112,TEL-PPO,25.0,1024,baseline,63.671738865319575,87.5
5722112,TEL-PPO,25.0,1024,baseline,63.671738865319575,87.5
5726208,TEL-PPO,25.0,1024,baseline,63.643206239212304,87.5
5726208,TEL-PPO,25.0,1024,baseline,63.643206239212304,87.5
5726208,TEL-PPO,25.0,1024,baseline,63.643206239212304,87.5
5730304,TEL-PPO,25.0,1024,baseline,63.72707616398108,87.5
5730304,TEL-PPO,25.0,1024,baseline,63.72707616398108,87.5
5730304,TEL-PPO,25.0,1024,baseline,63.72707616398108,87.5
5734400,TEL-PPO,25.0,1024,baseline,63.847166597377566,87.5
5734400,TEL-PPO,25.0,1024,baseline,63.847166597377566,87.5
5734400,TEL-PPO,25.0,1024,baseline,63.847166597377566,87.5
5738496,TEL-PPO,25.0,1024,baseline,63.74003003537658,87.5
5738496,TEL-PPO,25.0,1024,baseline,63.74003003537658,87.5
5738496,TEL-PPO,25.0,1024,baseline,63.74003003537658,87.5
5742592,TEL-PPO,25.0,1024,baseline,63.740743883419825,87.5
5742592,TEL-PPO,25.0,1024,baseline,63.740743883419825,87.5
5742592,TEL-PPO,25.0,1024,baseline,63.740743883419825,87.5
5746688,TEL-PPO,25.0,1024,baseline,63.83523207996037,87.5
5746688,TEL-PPO,25.0,1024,baseline,63.83523207996037,87.5
5746688,TEL-PPO,25.0,1024,baseline,63.83523207996037,87.5
5750784,TEL-PPO,25.0,1024,baseline,63.95885369228198,87.5
5750784,TEL-PPO,25.0,1024,baseline,63.95885369228198,87.5
5750784,TEL-PPO,25.0,1024,baseline,63.95885369228198,87.5
5754880,TEL-PPO,25.0,1024,baseline,63.94158330094077,87.5
5754880,TEL-PPO,25.0,1024,baseline,63.94158330094077,87.5
5754880,TEL-PPO,25.0,1024,baseline,63.94158330094077,87.5
5758976,TEL-PPO,25.0,1024,baseline,63.71101257251573,87.5
5758976,TEL-PPO,25.0,1024,baseline,63.71101257251573,87.5
5758976,TEL-PPO,25.0,1024,baseline,63.71101257251573,87.5
5763072,TEL-PPO,25.0,1024,baseline,63.92316606407987,87.5
5763072,TEL-PPO,25.0,1024,baseline,63.92316606407987,87.5
5763072,TEL-PPO,25.0,1024,baseline,63.92316606407987,87.5
5767168,TEL-PPO,25.0,1024,baseline,63.7707774373703,87.5
5767168,TEL-PPO,25.0,1024,baseline,63.7707774373703,87.5
5767168,TEL-PPO,25.0,1024,baseline,63.7707774373703,87.5
5771264,TEL-PPO,25.0,1024,baseline,63.891546759288794,87.5
5771264,TEL-PPO,25.0,1024,baseline,63.891546759288794,87.5
5771264,TEL-PPO,25.0,1024,baseline,63.891546759288794,87.5
5775360,TEL-PPO,25.0,1024,baseline,64.05036852043122,87.5
5775360,TEL-PPO,25.0,1024,baseline,64.05036852043122,87.5
5775360,TEL-PPO,25.0,1024,baseline,64.05036852043122,87.5
5779456,TEL-PPO,25.0,1024,baseline,63.78511355817314,87.5
5779456,TEL-PPO,25.0,1024,baseline,63.78511355817314,87.5
5779456,TEL-PPO,25.0,1024,baseline,63.78511355817314,87.5
5783552,TEL-PPO,25.0,1024,baseline,63.948398136533825,87.5
5783552,TEL-PPO,25.0,1024,baseline,63.948398136533825,87.5
5783552,TEL-PPO,25.0,1024,baseline,63.948398136533825,87.5
5787648,TEL-PPO,25.0,1024,baseline,63.62548746215183,87.5
5787648,TEL-PPO,25.0,1024,baseline,63.62548746215183,87.5
5787648,TEL-PPO,25.0,1024,baseline,63.62548746215183,87.5
5791744,TEL-PPO,25.0,1024,baseline,63.90143540361899,87.5
5791744,TEL-PPO,25.0,1024,baseline,63.90143540361899,87.5
5791744,TEL-PPO,25.0,1024,baseline,63.90143540361899,87.5
5795840,TEL-PPO,25.0,1024,baseline,63.90069293556741,87.5
5795840,TEL-PPO,25.0,1024,baseline,63.90069293556741,87.5
5795840,TEL-PPO,25.0,1024,baseline,63.90069293556741,87.5
5799936,TEL-PPO,25.0,1024,baseline,63.78306160354988,87.5
5799936,TEL-PPO,25.0,1024,baseline,63.78306160354988,87.5
5799936,TEL-PPO,25.0,1024,baseline,63.78306160354988,87.5
5804032,TEL-PPO,25.0,1024,baseline,63.74212803458793,87.5
5804032,TEL-PPO,25.0,1024,baseline,63.74212803458793,87.5
5804032,TEL-PPO,25.0,1024,baseline,63.74212803458793,87.5
5808128,TEL-PPO,25.0,1024,baseline,63.68697259807954,87.5
5808128,TEL-PPO,25.0,1024,baseline,63.68697259807954,87.5
5808128,TEL-PPO,25.0,1024,baseline,63.68697259807954,87.5
5812224,TEL-PPO,25.0,1024,baseline,63.676642328035044,87.5
5812224,TEL-PPO,25.0,1024,baseline,63.676642328035044,87.5
5812224,TEL-PPO,25.0,1024,baseline,63.676642328035044,87.5
5816320,TEL-PPO,25.0,1024,baseline,63.93588944803916,87.5
5816320,TEL-PPO,25.0,1024,baseline,63.93588944803916,87.5
5816320,TEL-PPO,25.0,1024,baseline,63.93588944803916,87.5
5820416,TEL-PPO,25.0,1024,baseline,63.78506760811429,87.5
5820416,TEL-PPO,25.0,1024,baseline,63.78506760811429,87.5
5820416,TEL-PPO,25.0,1024,baseline,63.78506760811429,87.5
5824512,TEL-PPO,25.0,1024,baseline,63.97079406445845,87.5
5824512,TEL-PPO,25.0,1024,baseline,63.97079406445845,87.5
5824512,TEL-PPO,25.0,1024,baseline,63.97079406445845,87.5
5828608,TEL-PPO,25.0,1024,baseline,63.92113413196057,87.5
5828608,TEL-PPO,25.0,1024,baseline,63.92113413196057,87.5
5828608,TEL-PPO,25.0,1024,baseline,63.92113413196057,87.5
5832704,TEL-PPO,25.0,1024,baseline,63.5293869683519,87.5
5832704,TEL-PPO,25.0,1024,baseline,63.5293869683519,87.5
5832704,TEL-PPO,25.0,1024,baseline,63.5293869683519,87.5
5836800,TEL-PPO,25.0,1024,baseline,63.77793325996029,87.5
5836800,TEL-PPO,25.0,1024,baseline,63.77793325996029,87.5
5836800,TEL-PPO,25.0,1024,baseline,63.77793325996029,87.5
5840896,TEL-PPO,25.0,1024,baseline,63.62953288853173,87.5
5840896,TEL-PPO,25.0,1024,baseline,63.62953288853173,87.5
5840896,TEL-PPO,25.0,1024,baseline,63.62953288853173,87.5
5844992,TEL-PPO,25.0,1024,baseline,63.43018010258676,87.5
5844992,TEL-PPO,25.0,1024,baseline,63.43018010258676,87.5
5844992,TEL-PPO,25.0,1024,baseline,63.43018010258676,87.5
5849088,TEL-PPO,25.0,1024,baseline,63.233243738766866,87.5
5849088,TEL-PPO,25.0,1024,baseline,63.233243738766866,87.5
5849088,TEL-PPO,25.0,1024,baseline,63.233243738766866,87.5
5853184,TEL-PPO,25.0,1024,baseline,63.63003622274851,87.5
5853184,TEL-PPO,25.0,1024,baseline,63.63003622274851,87.5
5853184,TEL-PPO,25.0,1024,baseline,63.63003622274851,87.5
5857280,TEL-PPO,25.0,1024,baseline,63.43745172582575,87.5
5857280,TEL-PPO,25.0,1024,baseline,63.43745172582575,87.5
5857280,TEL-PPO,25.0,1024,baseline,63.43745172582575,87.5
5861376,TEL-PPO,25.0,1024,baseline,63.56078165443611,87.5
